id,dbr,isit,find,category,record
xtagUArmor135,xpack\item\equipmentarmor\torso\mi_n_gigantesmelee02.dbr,True,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\mi_n_gigantesmelee02.dbr'
xtagUArmor136,xpack\item\equipmentarmor\armband\mi_n_gigantesmelee02.dbr,True,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\mi_n_gigantesmelee02.dbr'
xtagUArmor137,xpack\item\equipmentarmor\greaves\mi_n_gigantesmelee02.dbr,True,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\mi_n_gigantesmelee02.dbr'
xtagMIArmor042,xpack\item\equipmentarmor\torso\mi_n_gigantesmelee.dbr,True,"Armorite, Vanguard, @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\mi_n_gigantesmelee.dbr'
xtagMIArmor004,xpack\item\equipmentarmor\armband\mi_n_gigantesmelee.dbr,True,"Armorite, Vanguard, @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\mi_n_gigantesmelee.dbr'
xtagMIArmor027,xpack\item\equipmentarmor\helm\mi_n_gigantesmelee01.dbr,True,"Armorite, Vanguard, @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\mi_n_gigantesmelee01.dbr'
xtagMIArmor017,xpack\item\equipmentarmor\greaves\mi_n_gigantesmelee.dbr,True,"Armorite, Vanguard, @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\mi_n_gigantesmelee.dbr'
xtagMIWeapon006,xpack\item\equipmentweapons\club\mi_n_gigantes.dbr,True,"Armorite, Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",club,b'records\\xpack\\item\\equipmentweapons\\club\\mi_n_gigantes.dbr'
xtagMIWeapon002,xpack\item\equipmentweapons\shield\mi_n_gigantes.dbr,True,"Armorite, Dactyl; Hero: Ephialtes, @act04$",shield,b'records\\xpack\\item\\equipmentweapons\\shield\\mi_n_gigantes.dbr'
xtagMIArmor044,xpack\item\equipmentarmor\torso\mi_n_keresmelee.dbr,True,"Flayer; Hero: Anaplekte, @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\mi_n_keresmelee.dbr'
xtagMIArmor030,xpack\item\equipmentarmor\helm\mi_n_keresmelee.dbr,True,"Flayer; Hero: Anaplekte, @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\mi_n_keresmelee.dbr'
xtagMIArmor005,xpack\item\equipmentarmor\armband\mi_n_keresmage.dbr,True,"Witch, Witch Queen; Hero: Akhlys, @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\mi_n_keresmage.dbr'
xtagMIArmor043,xpack\item\equipmentarmor\torso\mi_n_keresmage.dbr,True,"Witch, Witch Queen; Hero: Akhlys, @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\mi_n_keresmage.dbr'
xtagMIWeapon012,xpack\item\equipmentweapons\staff\mi_n_keres.dbr,True,"Witch, Witch Queen, @act04$",staff,b'records\\xpack\\item\\equipmentweapons\\staff\\mi_n_keres.dbr'
xtagMIArmor018,xpack\item\equipmentarmor\greaves\mi_n_keresmage.dbr,True,"Witch, Witch Queen; Hero: Akhlys, @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\mi_n_keresmage.dbr'
xtagMIArmor029,xpack\item\equipmentarmor\helm\mi_n_keresmage.dbr,True,"Witch, Witch Queen; Hero: Akhlys, @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\mi_n_keresmage.dbr'
xtagMIArmor006,xpack\item\equipmentarmor\armband\mi_n_lamiamelee.dbr,True,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\mi_n_lamiamelee.dbr'
xtagMIArmor045,xpack\item\equipmentarmor\torso\mi_n_lamiamelee.dbr,True,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\mi_n_lamiamelee.dbr'
xtagMIArmor031,xpack\item\equipmentarmor\helm\mi_n_lamiamelee.dbr,True,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\mi_n_lamiamelee.dbr'
xtagMIArmor032,xpack\item\equipmentarmor\helm\mi_n_machaemelee.dbr,True,"All Machae, @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\mi_n_machaemelee.dbr'
xtagMIArmor046,xpack\item\equipmentarmor\torso\mi_n_machaemelee.dbr,True,"All Machae, @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\mi_n_machaemelee.dbr'
xtagMIArmor007,xpack\item\equipmentarmor\armband\mi_n_machaemelee.dbr,True,"All Machae, @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\mi_n_machaemelee.dbr'
xtagMIWeapon004,xpack\item\equipmentweapons\axe\mi_n_machae.dbr,True,"Scout, Guard, @act04$",axe,b'records\\xpack\\item\\equipmentweapons\\axe\\mi_n_machae.dbr'
xtagMIArmor019,xpack\item\equipmentarmor\greaves\mi_n_machaemelee.dbr,True,"All Machae, @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\mi_n_machaemelee.dbr'
xtagMIArmor008,xpack\item\equipmentarmor\armband\mi_n_melinoemage.dbr,True,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\mi_n_melinoemage.dbr'
xtagMIArmor047,xpack\item\equipmentarmor\torso\mi_n_melinoemage.dbr,True,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\mi_n_melinoemage.dbr'
xtagMIArmor020,xpack\item\equipmentarmor\greaves\mi_n_melinoemage.dbr,True,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\mi_n_melinoemage.dbr'
xtagMIArmor033,xpack\item\equipmentarmor\helm\mi_n_melinoemage.dbr,True,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\mi_n_melinoemage.dbr'
xtagMIWeapon014,xpack\item\equipmentweapons\sword\mi_n_melinoe.dbr,True,"Blade Maiden, Blade Dancer; Hero: Anysia, @act04$",sword,b'records\\xpack\\item\\equipmentweapons\\sword\\mi_n_melinoe.dbr'
xtagMIWeapon010,xpack\item\equipmentweapons\spear\mi_n_melinoe.dbr,True,"Spear Runner, Elite Spear Runner; Hero: Hekaline, @act04$",spear,b'records\\xpack\\item\\equipmentweapons\\spear\\mi_n_melinoe.dbr'
xtagMIArmor034,xpack\item\equipmentarmor\helm\mi_n_troglodytemelee.dbr,True,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\mi_n_troglodytemelee.dbr'
xtagMIWeapon007,xpack\item\equipmentweapons\club\mi_n_troglodyte.dbr,True,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$",club,b'records\\xpack\\item\\equipmentweapons\\club\\mi_n_troglodyte.dbr'
xtagMIArmor021,xpack\item\equipmentarmor\greaves\mi_n_troglodytemelee.dbr,True,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\mi_n_troglodytemelee.dbr'
xtagMIArmor009,xpack\item\equipmentarmor\armband\mi_n_troglodytemelee.dbr,True,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\mi_n_troglodytemelee.dbr'
tagMIWeapon001,item\equipmentshield\mi_e_arachnos.dbr,False,"All Arachnos, @act01$",shield,b'records\\item\\equipmentshield\\mi_e_arachnos.dbr'
tagMIArmor050,item\equipmentarmor\mi_e_arachnos.dbr,False,"All Arachnos, @act01$",armor,b'records\\item\\equipmentarmor\\mi_e_arachnos.dbr'
tagMIWeapon016,item\equipmentweapon\sword\mi_e_arachnos.dbr,False,"All Arachnos, @act01$",sword,b'records\\item\\equipmentweapon\\sword\\mi_e_arachnos.dbr'
tagMIArmor033,item\equipmenthelm\mi_e_arachnos.dbr,False,"All Arachnos, @act01$",helm,b'records\\item\\equipmenthelm\\mi_e_arachnos.dbr'
tagMIArmor001,item\equipmentarmband\mi_e_arachnos.dbr,False,"All Arachnos, @act01$",armband,b'records\\item\\equipmentarmband\\mi_e_arachnos.dbr'
tagMIArmor002,item\equipmentarmband\mi_e_bandari.dbr,False,"Bandari, Palace of Chang'an, @act03$",armband,b'records\\item\\equipmentarmband\\mi_e_bandari.dbr'
tagMIArmor034,item\equipmenthelm\mi_e_bandari.dbr,False,"Bandari, Palace of Chang'an, @act03$",helm,b'records\\item\\equipmenthelm\\mi_e_bandari.dbr'
tagMIArmor022,item\equipmentgreaves\mi_e_bandari.dbr,False,"Bandari, Palace of Chang'an, @act03$",greaves,b'records\\item\\equipmentgreaves\\mi_e_bandari.dbr'
tagMIArmor051,item\equipmentarmor\mi_e_bandari.dbr,False,"Bandari, Palace of Chang'an, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_bandari.dbr'
tagMIArmor052,item\equipmentarmor\mi_e_boarman.dbr,False,"All Boarmen, @act01$",armor,b'records\\item\\equipmentarmor\\mi_e_boarman.dbr'
tagMIArmor081,item\equipmentarmband\mi_e_boarman.dbr,False,"All Boarmen, @act01$",armband,b'records\\item\\equipmentarmband\\mi_e_boarman.dbr'
tagMIArmor035,item\equipmenthelm\mi_e_centaur.dbr,False,"Elder, Patriarch, @act01$",helm,b'records\\item\\equipmenthelm\\mi_e_centaur.dbr'
tagMIWeapon002,item\equipmentshield\mi_e_centaur.dbr,False,"Elder, Patriarch, Marauder, Nessus, @act01$",shield,b'records\\item\\equipmentshield\\mi_e_centaur.dbr'
tagMIArmor053,item\equipmentarmor\mi_e_centaur.dbr,False,"All Centaurs, @act01$",armor,b'records\\item\\equipmentarmor\\mi_e_centaur.dbr'
tagMIWeapon013,item\equipmentweapon\spear\mi_e_centaurtrapper.dbr,False,"Trapper; Heroes: Mulgor Flamespear, Sergos Longstride, @act01$",spear,b'records\\item\\equipmentweapon\\spear\\mi_e_centaurtrapper.dbr'
tagMIWeapon010,item\equipmentweapon\club\mi_e_cyclops.dbr,False,"Polyphemus, Cyclops' Lair, @act01$",club,b'records\\item\\equipmentweapon\\club\\mi_e_cyclops.dbr'
tagMIArmor079,item\equipmenthelm\mi_e_deserthag.dbr,False,"All Desert Hags, @act02$",helm,b'records\\item\\equipmenthelm\\mi_e_deserthag.dbr'
tagMIArmor003,item\equipmentarmband\mi_e_djinn.dbr,False,"All Djinns, @act03$",armband,b'records\\item\\equipmentarmband\\mi_e_djinn.dbr'
tagMIWeapon004,item\equipmentweapon\axe\mi_e_dragonian.dbr,False,"Headhunter, Ravager, @act03$",axe,b'records\\item\\equipmentweapon\\axe\\mi_e_dragonian.dbr'
tagMIArmor054,item\equipmentarmor\mi_e_dragonian.dbr,False,"All Dragonians except mages, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_dragonian.dbr'
tagMIWeapon008,item\equipmentweapon\bow\mi_e_duneraider.dbr,False,"All Pillagers, Iznu, @act02$",bow,b'records\\item\\equipmentweapon\\bow\\mi_e_duneraider.dbr'
tagMIArmor004,item\equipmentarmband\mi_e_duneraider.dbr,False,"All Assassins, all Marauders; Heroes: Badru, Najja, Faceless One, @act02$",armband,b'records\\item\\equipmentarmband\\mi_e_duneraider.dbr'
tagMIArmor055,item\equipmentarmor\mi_e_duneraider.dbr,False,"All Assassins; Heroes: Badru, Najja, Faceless One, @act02$",armor,b'records\\item\\equipmentarmor\\mi_e_duneraider.dbr'
tagMIArmor023,item\equipmentgreaves\mi_e_duneraider.dbr,False,"All Assassins, all Marauders; Heroes: Badru, Najja, Faceless One, @act02$",greaves,b'records\\item\\equipmentgreaves\\mi_e_duneraider.dbr'
tagMIArmor080,item\equipmentarmor\mi_e_duneraiderb.dbr,False,"All Pillagers, Iznu, @act02$",armor,b'records\\item\\equipmentarmor\\mi_e_duneraiderb.dbr'
tagMIArmor036,item\equipmenthelm\mi_e_goldenskeleton.dbr,False,"All Gilded Dead, Valley of Kings, @act02$",helm,b'records\\item\\equipmenthelm\\mi_e_goldenskeleton.dbr'
tagMIArmor024,item\equipmentgreaves\mi_e_goldenskeleton.dbr,False,"All Gilded Dead, Valley of Kings, @act02$",greaves,b'records\\item\\equipmentgreaves\\mi_e_goldenskeleton.dbr'
tagMIArmor005,item\equipmentarmband\mi_e_goldenskeleton.dbr,False,"All Gilded Dead, Valley of Kings, @act02$",armband,b'records\\item\\equipmentarmband\\mi_e_goldenskeleton.dbr'
tagMIArmor056,item\equipmentarmor\mi_e_goldenskeleton.dbr,False,"All Gilded Dead, Valley of Kings, @act02$",armor,b'records\\item\\equipmentarmor\\mi_e_goldenskeleton.dbr'
tagMIArmor037,item\equipmenthelm\mi_e_gorgon.dbr,False,"All Gorgons except Guards, Euryale, Medusa, Stheno, @act01$",helm,b'records\\item\\equipmenthelm\\mi_e_gorgon.dbr'
tagMIArmor006,item\equipmentarmband\mi_e_gorgonarcher.dbr,False,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$",armband,b'records\\item\\equipmentarmband\\mi_e_gorgonarcher.dbr'
tagMIArmor038,item\equipmenthelm\mi_e_gorgonarcher.dbr,False,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$",helm,b'records\\item\\equipmenthelm\\mi_e_gorgonarcher.dbr'
tagMIArmor057,item\equipmentarmor\mi_e_gorgonarcher.dbr,False,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$",armor,b'records\\item\\equipmentarmor\\mi_e_gorgonarcher.dbr'
tagMIArmor039,item\equipmenthelm\mi_e_gorgonmelee.dbr,False,"Guard, Archer, Slayer; Hero: Keleos, @act01$",helm,b'records\\item\\equipmenthelm\\mi_e_gorgonmelee.dbr'
tagMIArmor058,item\equipmentarmor\mi_e_gorgonmelee.dbr,False,"Guard, Archer, Slayer; Hero: Keleos, @act01$",armor,b'records\\item\\equipmentarmor\\mi_e_gorgonmelee.dbr'
tagMIArmor007,item\equipmentarmband\mi_e_gorgonmelee.dbr,False,"Guard, Archer, Slayer; Hero: Keleos, @act01$",armband,b'records\\item\\equipmentarmband\\mi_e_gorgonmelee.dbr'
tagMIArmor059,item\equipmentarmor\mi_e_ichthianmage.dbr,False,"All Bonecasters, all Shamans, Shaman's Apprentice, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_ichthianmage.dbr'
tagMIArmor040,item\equipmenthelm\mi_e_ichthianmage.dbr,False,"All Bonecasters, all Shamans, Shaman's Apprentice, @act03$",helm,b'records\\item\\equipmenthelm\\mi_e_ichthianmage.dbr'
tagMIWeapon011,item\equipmentweapon\club\mi_e_ichthianmelee.dbr,False,"Myrmidon, Piscean Warrior, Lord of the Deep; Heroes: Cenon, Melchior, Mehrdad, @act03$",club,b'records\\item\\equipmentweapon\\club\\mi_e_ichthianmelee.dbr'
tagMIArmor060,item\equipmentarmor\mi_e_ichthianmelee.dbr,False,"Myrmidon, Piscean Warrior, Lord of the Deep; Heroes: Cenon, Melchior, Mehrdad, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_ichthianmelee.dbr'
tagMIWeapon014,item\equipmentweapon\spear\mi_e_ichthianmelee.dbr,False,"All Trappers, @act03$",spear,b'records\\item\\equipmentweapon\\spear\\mi_e_ichthianmelee.dbr'
tagMIArmor008,item\equipmentarmband\mi_e_jackalmanmage.dbr,False,"All Shamans, @act02$",armband,b'records\\item\\equipmentarmband\\mi_e_jackalmanmage.dbr'
tagMIArmor041,item\equipmenthelm\mi_e_jackalmanmage.dbr,False,"All Shamans, Acolyte, Adept; Heroes: Akiiki, Yazid, @act02$",helm,b'records\\item\\equipmenthelm\\mi_e_jackalmanmage.dbr'
tagMIArmor061,item\equipmentarmor\mi_e_jackalmanmage.dbr,False,"All Shamans, @act02$",armor,b'records\\item\\equipmentarmor\\mi_e_jackalmanmage.dbr'
tagMIArmor009,item\equipmentarmband\mi_e_jackalmanmelee.dbr,False,"All Berserkers; Hero: Slobberjaw, @act02$",armband,b'records\\item\\equipmentarmband\\mi_e_jackalmanmelee.dbr'
tagMIArmor062,item\equipmentarmor\mi_e_jackalmanmelee.dbr,False,"All Berserkers; Hero: Slobberjaw, @act02$",armor,b'records\\item\\equipmentarmor\\mi_e_jackalmanmelee.dbr'
tagMIArmor082,item\equipmenthelm\mi_e_liche.dbr,False,"All Abyssal Liches, @act03$",helm,b'records\\item\\equipmenthelm\\mi_e_liche.dbr'
tagMIWeapon019,item\equipmentweapon\staff\mi_e_liche.dbr,False,"All Abyssal Liches, @act03$",staff,b'records\\item\\equipmentweapon\\staff\\mi_e_liche.dbr'
tagMIArmor010,item\equipmentarmband\mi_e_minotaur.dbr,False,"Minotaur, Minoan Labyrinth, @act01$",armband,b'records\\item\\equipmentarmband\\mi_e_minotaur.dbr'
tagMIArmor063,item\equipmentarmor\mi_e_minotaur.dbr,False,"Minotaur, Minoan Labyrinth, @act01$",armor,b'records\\item\\equipmentarmor\\mi_e_minotaur.dbr'
tagMIWeapon005,item\equipmentweapon\axe\mi_e_minotaurlord.dbr,False,"Minotaur, Minoan Labyrinth, @act01$",axe,b'records\\item\\equipmentweapon\\axe\\mi_e_minotaurlord.dbr'
tagMIArmor042,item\equipmenthelm\mi_e_mummy.dbr,False,"All Embalmed Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$",helm,b'records\\item\\equipmenthelm\\mi_e_mummy.dbr'
tagMIArmor064,item\equipmentarmor\mi_e_mummy.dbr,False,"All Embalmed Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$",armor,b'records\\item\\equipmentarmor\\mi_e_mummy.dbr'
tagMIArmor025,item\equipmentgreaves\mi_e_mummy.dbr,False,"All Embalmed Dead, all Desiccated Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$",greaves,b'records\\item\\equipmentgreaves\\mi_e_mummy.dbr'
tagMIArmor011,item\equipmentarmband\mi_e_mummy.dbr,False,"All Embalmed Dead, all Desiccated Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$",armband,b'records\\item\\equipmentarmband\\mi_e_mummy.dbr'
tagMIArmor065,item\equipmentarmor\mi_e_neanderthalmage.dbr,False,"Bonecaster, Shaman, Shaman's Apprentice, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_neanderthalmage.dbr'
tagMIArmor012,item\equipmentarmband\mi_e_neanderthalmage.dbr,False,"Bonecaster, Shaman, Shaman's Apprentice, @act03$",armband,b'records\\item\\equipmentarmband\\mi_e_neanderthalmage.dbr'
tagMIArmor026,item\equipmentgreaves\mi_e_neanderthalmage.dbr,False,"Bonecaster, Shaman, Shaman's Apprentice, @act03$",greaves,b'records\\item\\equipmentgreaves\\mi_e_neanderthalmage.dbr'
tagMIArmor043,item\equipmenthelm\mi_e_neanderthalmage.dbr,False,"Bonecaster, Shaman, Shaman's Apprentice, @act03$",helm,b'records\\item\\equipmenthelm\\mi_e_neanderthalmage.dbr'
tagMIArmor044,item\equipmenthelm\mi_e_neanderthalmelee.dbr,False,"Saber Rider, Warrior, Warchief; Heroes: Grom, Korat Bearkin, @act03$",helm,b'records\\item\\equipmenthelm\\mi_e_neanderthalmelee.dbr'
tagMIArmor066,item\equipmentarmor\mi_e_neanderthalmelee.dbr,False,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_neanderthalmelee.dbr'
tagMIArmor013,item\equipmentarmband\mi_e_neanderthalmelee.dbr,False,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$",armband,b'records\\item\\equipmentarmband\\mi_e_neanderthalmelee.dbr'
tagMIWeapon006,item\equipmentweapon\axe\mi_e_neanderthalmelee.dbr,False,"Warrior, Warchief, @act03$",axe,b'records\\item\\equipmentweapon\\axe\\mi_e_neanderthalmelee.dbr'
tagMIArmor027,item\equipmentgreaves\mi_e_neanderthalmelee.dbr,False,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$",greaves,b'records\\item\\equipmentgreaves\\mi_e_neanderthalmelee.dbr'
tagMIArmor067,item\equipmentarmor\mi_e_ratmanarcher.dbr,False,"All Archers, Temple of Marduk, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_ratmanarcher.dbr'
tagMIArmor045,item\equipmenthelm\mi_e_ratmanchampion.dbr,False,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$",helm,b'records\\item\\equipmenthelm\\mi_e_ratmanchampion.dbr'
tagMIArmor014,item\equipmentarmband\mi_e_ratmanchampion.dbr,False,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$",armband,b'records\\item\\equipmentarmband\\mi_e_ratmanchampion.dbr'
tagMIArmor028,item\equipmentgreaves\mi_e_ratmanchampion.dbr,False,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$",greaves,b'records\\item\\equipmentgreaves\\mi_e_ratmanchampion.dbr'
tagMIArmor068,item\equipmentarmor\mi_e_ratmanchampion.dbr,False,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_ratmanchampion.dbr'
tagMIArmor069,item\equipmentarmor\mi_e_ratmanmelee.dbr,False,"Minion, Warrior, Temple of Marduk, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_ratmanmelee.dbr'
tagMIArmor015,item\equipmentarmband\mi_e_reptilian.dbr,False,"Overseer, Centurion, Hulking Centurion; Heroes: Barroc, Drottuc, Ssark, @act02$",armband,b'records\\item\\equipmentarmband\\mi_e_reptilian.dbr'
tagMIArmor070,item\equipmentarmor\mi_e_reptilian.dbr,False,"Overseer, Centurion, Hulking Centurion; Heroes: Barroc, Drottuc, Ssark, @act02$",armor,b'records\\item\\equipmentarmor\\mi_e_reptilian.dbr'
tagMIWeapon009,item\equipmentweapon\bow\mi_e_satyrbrigand.dbr,False,"Boar Rider, Pillager, @act01$",bow,b'records\\item\\equipmentweapon\\bow\\mi_e_satyrbrigand.dbr'
tagMIArmor071,item\equipmentarmor\mi_e_satyrbrute.dbr,False,"Guardian; Hero: Warchief Paphos, @act01$",armor,b'records\\item\\equipmentarmor\\mi_e_satyrbrute.dbr'
tagMIWeapon012,item\equipmentweapon\club\mi_e_satyrguardian.dbr,False,"Guardian; Hero: Warchief Paphos, @act01$",club,b'records\\item\\equipmentweapon\\club\\mi_e_satyrguardian.dbr'
tagMIArmor046,item\equipmenthelm\mi_e_satyrmage.dbr,False,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$",helm,b'records\\item\\equipmenthelm\\mi_e_satyrmage.dbr'
tagMIWeapon015,item\equipmentweapon\staff\mi_e_satyrmage.dbr,False,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$",staff,b'records\\item\\equipmentweapon\\staff\\mi_e_satyrmage.dbr'
tagMIArmor016,item\equipmentarmband\mi_e_satyrmage.dbr,False,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$",armband,b'records\\item\\equipmentarmband\\mi_e_satyrmage.dbr'
tagMIArmor072,item\equipmentarmor\mi_e_telkine.dbr,False,"Megalesios, Minoan Labyrinth, @act01$",armor,b'records\\item\\equipmentarmor\\mi_e_telkine.dbr'
tagMIArmor017,item\equipmentarmband\mi_e_telkine.dbr,False,"Megalesios, Minoan Labyrinth, @act01$",armband,b'records\\item\\equipmentarmband\\mi_e_telkine.dbr'
tagMIArmor073,item\equipmentarmor\mi_e_tigermanchampion.dbr,False,"War Lord, Pack Leader; Hero: Jun Shan, @act03$",armor,b'records\\item\\equipmentarmor\\mi_e_tigermanchampion.dbr'
tagMIWeapon007,item\equipmentweapon\axe\mi_e_tigermanchampion.dbr,False,"War Lord, Pack Leader; Hero: Jun Shan, @act03$",axe,b'records\\item\\equipmentweapon\\axe\\mi_e_tigermanchampion.dbr'
