Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record,dbr,pack,id
Helm of Alfheim,MonsterInfrequent Legendary,79.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_alfr.dbr,records\xpack2\item\equipmentarmor\helm\mi_l_alfr.dbr,mi_l_alfr.dbr,xpack2,Helm_of_Alfheim_0
Staff of Nabukhuthnusar,Epic,24.0,WeaponMagical_Staff,,TQ,u_n_staffofnabukhuthnusar.dbr,records\item\equipmentweapon\staff\u_n_staffofnabukhuthnusar.dbr,u_n_staffofnabukhuthnusar.dbr,Original,Staff_of_Nabukhuthnusar_0
Brokkr's Gift,Epic,63.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/u_e_01.dbr,records\xpack2\item\equipmentweapons\axe\u_e_01.dbr,u_e_01.dbr,xpack2,Brokkrs_Gift_0
Ceremonial Greaves,MonsterInfrequent Normal,15.0,ArmorProtective_LowerBody,,TQ,mi_n_mummy.dbr,records\item\equipmentgreaves\mi_n_mummy.dbr,mi_n_mummy.dbr,Original,Ceremonial_Greaves_0
Bai Hu's Coronal,MonsterInfrequent Legendary,71.0,ArmorProtective_Head,,TQ,mi_l_tigermanmage.dbr,records\item\equipmenthelm\mi_l_tigermanmage.dbr,mi_l_tigermanmage.dbr,Original,Bai_Hus_Coronal_0
Shroud of Ker,MonsterInfrequent Epic,56.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_e_keresmage.dbr,records\xpack\item\equipmentarmor\helm\mi_e_keresmage.dbr,mi_e_keresmage.dbr,xpack,Shroud_of_Ker_0
Hammer of the Sun,Epic,45.0,WeaponMelee_Mace,,TQ,u_e_hammerofthesun.dbr,records\item\equipmentweapon\club\u_e_hammerofthesun.dbr,u_e_hammerofthesun.dbr,Original,Hammer_of_the_Sun_0
Gungnir,Legendary,79.0,WeaponHunting_Spear,Raiments of Wodan,TQ Ragnarok,xpack2/usm_l_allfather.dbr,records\xpack2\item\equipmentweapons\spear\usm_l_allfather.dbr,usm_l_allfather.dbr,xpack2,Gungnir_0
Epic Peng Claw,Common,,ItemCharm,,TQ,02_act3_pengclaw.dbr,records\item\animalrelics\02_act3_pengclaw.dbr,02_act3_pengclaw.dbr,Original,Epic_Peng_Claw_0
Arcane Formula ~ Sphere of Eternity,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_sphereofeternity_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_ga_sphereofeternity_formula.dbr,e_ga_sphereofeternity_formula.dbr,xpack,Arcane_Formula_~_Sphere_of_Eternity_0
Recipe for Karkinos Bisque,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment12.dbr,records\xpack\item\parchments\parchment12.dbr,parchment12.dbr,xpack,Recipe_for_Karkinos_Bisque_0
Deathweaver's Chitin,MonsterInfrequent Legendary,60.0,ArmorProtective_UpperBody,,TQ,mi_l_arachnos.dbr,records\item\equipmentarmor\mi_l_arachnos.dbr,mi_l_arachnos.dbr,Original,Deathweavers_Chitin_0
Eye of Horus,Legendary,59.0,ArmorJewelry_Ring,,TQ,u_l_eyeofhorus.dbr,records\item\equipmentring\u_l_eyeofhorus.dbr,u_l_eyeofhorus.dbr,Original,Eye_of_Horus_0
Albino Spider Web,Common,,ItemCharm,,TQ Immortal Throne,xpack/01_act4_frozenchitin.dbr,records\xpack\item\charms\01_act4_frozenchitin.dbr,01_act4_frozenchitin.dbr,xpack,Albino_Spider_Web_0
Morpheus' Dreamweb,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_morpheusdreamweb.dbr,records\xpack\item\artifacts\l_da_morpheusdreamweb.dbr,l_da_morpheusdreamweb.dbr,xpack,Morpheus_Dreamweb_0
Staff of the Cosmos,Legendary,59.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/u_e_002.dbr,records\xpack\item\equipmentweapons\staff\u_e_002.dbr,u_e_002.dbr,xpack,Staff_of_the_Cosmos_0
Strength of the Wild,Epic,49.0,ArmorProtective_Forearm,Aspect of the Wild,TQ,us_e_aspectofthewild.dbr,records\item\equipmentarmband\us_e_aspectofthewild.dbr,us_e_aspectofthewild.dbr,Original,Strength_of_the_Wild_0
Imperial Greaves,Epic,28.0,ArmorProtective_LowerBody,Imperial Raiment,TQ,us_n_imperialraiment.dbr,records\item\equipmentgreaves\us_n_imperialraiment.dbr,us_n_imperialraiment.dbr,Original,Imperial_Greaves_0
Stheno's Wisdom,MonsterInfrequent Normal,13.0,ArmorProtective_Head,,TQ,mi_n_gorgon.dbr,records\item\equipmenthelm\mi_n_gorgon.dbr,mi_n_gorgon.dbr,Original,Sthenos_Wisdom_0
Lionheart,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_ga_lionheart.dbr,records\xpack\item\artifacts\e_ga_lionheart.dbr,e_ga_lionheart.dbr,xpack,Lionheart_0
Bracers of the Nemean Lion,Legendary,65.0,ArmorProtective_Forearm,Nemean Lion Hide,TQ,us_l_nemeanlionhide.dbr,records\item\equipmentarmband\us_l_nemeanlionhide.dbr,us_l_nemeanlionhide.dbr,Original,Bracers_of_the_Nemean_Lion_0
Grimhild's Serpents,Legendary,63.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_e_03.dbr,records\xpack2\item\equipmentarmor\armband\u_e_03.dbr,u_e_03.dbr,xpack2,Grimhilds_Serpents_0
Hunter's Armguard,Epic,49.0,ArmorProtective_Forearm,Hunter's Armor,TQ,us_e_hunter'sarmor.dbr,records\item\equipmentarmband\us_e_hunter'sarmor.dbr,us_e_hunter'sarmor.dbr,Original,Hunters_Armguard_0
Moon Disc,Epic,42.0,WeaponArmor_Shield,,TQ,u_e_moondisc.dbr,records\item\equipmentshield\u_e_moondisc.dbr,u_e_moondisc.dbr,Original,Moon_Disc_0
Starkad's Wife,Legendary,77.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/u_l_02.dbr,records\xpack2\item\equipmentweapons\axe\u_l_02.dbr,u_l_02.dbr,xpack2,Starkads_Wife_0
Premonition,Epic,33.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/u_n_002.dbr,records\xpack\item\equipmentweapons\shield\u_n_002.dbr,u_n_002.dbr,xpack,Premonition_0
Shaman's Adornment,MonsterInfrequent Normal,24.0,ArmorProtective_UpperBody,,TQ,mi_n_neanderthalmage.dbr,records\item\equipmentarmor\mi_n_neanderthalmage.dbr,mi_n_neanderthalmage.dbr,Original,Shamans_Adornment_0
Sapros the Corrupter,Legendary,68.0,WeaponMelee_Mace,,TQ,u_l_saprosthecorrupter.dbr,records\item\equipmentweapon\club\u_l_saprosthecorrupter.dbr,u_l_saprosthecorrupter.dbr,Original,Sapros_the_Corrupter_0
Marauder's Girdle,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ,mi_l_neanderthalmelee.dbr,records\item\equipmentarmor\mi_l_neanderthalmelee.dbr,mi_l_neanderthalmelee.dbr,Original,Marauders_Girdle_0
Ketos' Chomp,Epic,33.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/u_n_003.dbr,records\xpack\item\equipmentweapons\sword\u_n_003.dbr,u_n_003.dbr,xpack,Ketos_Chomp_0
The Night Mistress's Clutch,MonsterInfrequent Normal,31.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/mi_n_empousa.dbr,records\xpack\item\equipmentweapons\staff\mi_n_empousa.dbr,mi_n_empousa.dbr,xpack,The_Night_Mistresss_Clutch_0
Warrior's Buskin,Epic,49.0,ArmorProtective_LowerBody,Warrior's Panoply,TQ,us_e_warrior'spanoply.dbr,records\item\equipmentgreaves\us_e_warrior'spanoply.dbr,us_e_warrior'spanoply.dbr,Original,Warriors_Buskin_0
Shai'tan,Legendary,53.0,WeaponMelee_Axe,,TQ,u_e_shai'tan.dbr,records\item\equipmentweapon\axe\u_e_shai'tan.dbr,u_e_shai'tan.dbr,Original,Shaitan_0
Crystalline Bracers,Legendary,53.0,ArmorProtective_Forearm,Crystalline Array,TQ,us_e_crystallinearray.dbr,records\item\equipmentarmband\us_e_crystallinearray.dbr,us_e_crystallinearray.dbr,Original,Crystalline_Bracers_0
Prowler's Cuirass,MonsterInfrequent Normal,27.0,ArmorProtective_UpperBody,,TQ,mi_n_tigermanmelee.dbr,records\item\equipmentarmor\mi_n_tigermanmelee.dbr,mi_n_tigermanmelee.dbr,Original,Prowlers_Cuirass_0
Lupine Vestment,MonsterInfrequent Normal,15.0,ArmorProtective_UpperBody,,TQ,mi_n_jackalmanmage.dbr,records\item\equipmentarmor\mi_n_jackalmanmage.dbr,mi_n_jackalmanmage.dbr,Original,Lupine_Vestment_1
Pearled Cap,Epic,38.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_n_01.dbr,records\xpack2\item\equipmentarmor\helm\u_n_01.dbr,u_n_01.dbr,xpack2,Pearled_Cap_0
Ikon of Zeus,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_ikonofzeus.dbr,records\xpack\item\artifacts\l_da_ikonofzeus.dbr,l_da_ikonofzeus.dbr,xpack,Ikon_of_Zeus_0
Katharsos,Epic,39.0,WeaponMelee_Sword,,TQ,u_e_katharsos.dbr,records\item\equipmentweapon\sword\u_e_katharsos.dbr,u_e_katharsos.dbr,Original,Katharsos_0
Palioxis,MonsterInfrequent Legendary,72.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_machaemelee.dbr,records\xpack\item\equipmentarmor\armband\mi_l_machaemelee.dbr,mi_l_machaemelee.dbr,xpack,Palioxis_0
Eye of the Heavens,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_ga_eyeoftheheavens.dbr,records\xpack\item\artifacts\n_ga_eyeoftheheavens.dbr,n_ga_eyeoftheheavens.dbr,xpack,Eye_of_the_Heavens_0
Enforcer's Bracer,MonsterInfrequent Epic,13.0,ArmorProtective_Forearm,,TQ,mi_e_boarman.dbr,records\item\equipmentarmband\mi_e_boarman.dbr,mi_e_boarman.dbr,Original,Enforcers_Bracer_0
Spear of Thule,Epic,37.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/u_n_03.dbr,records\xpack2\item\equipmentweapons\spear\u_n_03.dbr,u_n_03.dbr,xpack2,Spear_of_Thule_0
Staff of Kheprer,Epic,20.0,WeaponMagical_Staff,,TQ,u_n_staffofkheprer.dbr,records\item\equipmentweapon\staff\u_n_staffofkheprer.dbr,u_n_staffofkheprer.dbr,Original,Staff_of_Kheprer_0
The Rat's Track,MonsterInfrequent Normal,22.0,ArmorProtective_LowerBody,,TQ,mi_n_ratmanchampion.dbr,records\item\equipmentgreaves\mi_n_ratmanchampion.dbr,mi_n_ratmanchampion.dbr,Original,The_Rats_Track_0
Greaves of Marathon,Epic,8.0,ArmorProtective_LowerBody,,TQ,u_n_greavesofmarathon.dbr,records\item\equipmentgreaves\u_n_greavesofmarathon.dbr,u_n_greavesofmarathon.dbr,Original,Greaves_of_Marathon_0
Overseer's Crest,MonsterInfrequent Normal,17.0,ArmorProtective_Forearm,,TQ,mi_n_reptilian.dbr,records\item\equipmentarmband\mi_n_reptilian.dbr,mi_n_reptilian.dbr,Original,Overseers_Crest_0
Exotic Carapace,MonsterInfrequent Epic,45.0,WeaponArmor_Shield,,TQ,mi_e_tropicalarachnos.dbr,records\item\equipmentshield\mi_e_tropicalarachnos.dbr,mi_e_tropicalarachnos.dbr,Original,Exotic_Carapace_0
Band of Domination,Epic,36.0,ArmorJewelry_Ring,,TQ,u_e_bandofdomination.dbr,records\item\equipmentring\u_e_bandofdomination.dbr,u_e_bandofdomination.dbr,Original,Band_of_Domination_0
Folg,MonsterInfrequent Epic,54.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/mi_e_troglodyte.dbr,records\xpack\item\equipmentweapons\club\mi_e_troglodyte.dbr,mi_e_troglodyte.dbr,xpack,Folg_0
Jackalman Sling,MonsterInfrequent Legendary,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_l_jackalman.dbr,records\xpack2\item\equipmentweapons\1hranged\mi_l_jackalman.dbr,mi_l_jackalman.dbr,xpack2,Jackalman_Sling_0
Knot of Isis,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_da_knotofisis.dbr,records\xpack\item\artifacts\e_da_knotofisis.dbr,e_da_knotofisis.dbr,xpack,Knot_of_Isis_0
Peleus' Ashen Spear,Legendary,65.0,WeaponHunting_Spear,,TQ,u_l_peleus'ashenspear .dbr,records\item\equipmentweapon\spear\u_l_peleus'ashenspear .dbr,u_l_peleus'ashenspear .dbr,Original,Peleus_Ashen_Spear_0
Song of the Siren,Epic,39.0,ArmorJewelry_Amulet,,TQ,u_e_songofthesiren.dbr,records\item\equipmentamulet\u_e_songofthesiren.dbr,u_e_songofthesiren.dbr,Original,Song_of_the_Siren_0
Lode Stone,Epic,36.0,ArmorJewelry_Amulet,,TQ,u_e_lodestone.dbr,records\item\equipmentamulet\u_e_lodestone.dbr,u_e_lodestone.dbr,Original,Lode_Stone_0
Venomhusk Shield,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_venomhuskshield.dbr,records\item\equipmentshield\u_l_venomhuskshield.dbr,u_l_venomhuskshield.dbr,Original,Venomhusk_Shield_0
Lifeshroud,Epic,45.0,ArmorProtective_UpperBody,,TQ,u_e_lifeshroud.dbr,records\item\equipmentarmor\u_e_lifeshroud.dbr,u_e_lifeshroud.dbr,Original,Lifeshroud_0
Greaves of the Argonauts,Legendary,75.0,ArmorProtective_LowerBody,The Argonaut,TQ Immortal Throne,xpack/u_l_002.dbr,records\xpack\item\equipmentarmor\greaves\u_l_002.dbr,u_l_002.dbr,xpack,Greaves_of_the_Argonauts_0
Ordu Composite Bow,Epic,59.0,WeaponHunting_Bow,The Ordu,TQ Immortal Throne,xpack/us_e_005.dbr,records\xpack\item\equipmentweapons\bow\us_e_005.dbr,us_e_005.dbr,xpack,Ordu_Composite_Bow_0
Deathweaver's Armplates,MonsterInfrequent Legendary,60.0,ArmorProtective_Forearm,,TQ,mi_l_arachnos.dbr,records\item\equipmentarmband\mi_l_arachnos.dbr,mi_l_arachnos.dbr,Original,Deathweavers_Armplates_0
Book of Dreams,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_ga_bookofdreams.dbr,records\xpack\item\artifacts\n_ga_bookofdreams.dbr,n_ga_bookofdreams.dbr,xpack,Book_of_Dreams_0
Soldier's Legplate,MonsterInfrequent Epic,56.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_formicidmelee01.dbr,records\xpack\item\equipmentarmor\greaves\mi_e_formicidmelee01.dbr,mi_e_formicidmelee01.dbr,xpack,Soldiers_Legplate_0
Incarnation of the Iron Will of Ajax,Common,,ItemRelic,,TQ Immortal Throne,xpack/03_act4_ironwillofajax.dbr,records\xpack\item\relics\03_act4_ironwillofajax.dbr,03_act4_ironwillofajax.dbr,xpack,Incarnation_of_the_Iron_Will_of_Ajax_0
Sentinel's Armbands,MonsterInfrequent Normal,12.0,ArmorProtective_Forearm,,TQ,mi_n_gorgonmelee.dbr,records\item\equipmentarmband\mi_n_gorgonmelee.dbr,mi_n_gorgonmelee.dbr,Original,Sentinels_Armbands_0
Ismene's Bracers,MonsterInfrequent Legendary,67.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_lamiamelee.dbr,records\xpack\item\equipmentarmor\armband\mi_l_lamiamelee.dbr,mi_l_lamiamelee.dbr,xpack,Ismenes_Bracers_0
Persephone's Caress,Legendary,65.0,WeaponMelee_Axe,,TQ,u_l_persephone'scaress.dbr,records\item\equipmentweapon\axe\u_l_persephone'scaress.dbr,u_l_persephone'scaress.dbr,Original,Persephones_Caress_0
Helm of Darkness,Legendary,68.0,ArmorProtective_Head,,TQ,u_l_helmofdarkness.dbr,records\item\equipmenthelm\u_l_helmofdarkness.dbr,u_l_helmofdarkness.dbr,Original,Helm_of_Darkness_0
Golden Agris Helmet,Legendary,79.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_l_02.dbr,records\xpack2\item\equipmentarmor\helm\u_l_02.dbr,u_l_02.dbr,xpack2,Golden_Agris_Helmet_0
Witch Doctor's Bracelet,MonsterInfrequent Normal,,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_n_anouranmage.dbr,records\xpack\item\equipmentarmor\armband\mi_n_anouranmage.dbr,mi_n_anouranmage.dbr,xpack,Witch_Doctors_Bracelet_0
Greaves of the Firewalker,Epic,42.0,ArmorProtective_LowerBody,Firewalker's Suit,TQ,us_e_firewalker'ssuit.dbr,records\item\equipmentgreaves\us_e_firewalker'ssuit.dbr,us_e_firewalker'ssuit.dbr,Original,Greaves_of_the_Firewalker_0
Jagged Silk,Legendary,71.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_l_05.dbr,records\xpack2\item\equipmentweapons\1hranged\u_l_05.dbr,u_l_05.dbr,xpack2,Jagged_Silk_0
The Night Mistress's Crown,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_empusamage.dbr,records\xpack\item\equipmentarmor\helm\mi_n_empusamage.dbr,mi_n_empusamage.dbr,xpack,The_Night_Mistresss_Crown_0
Incarnation of Shen-Nong's Dark Medicine,Common,,ItemRelic,,TQ,03_act3_shennongsdarkmedicine.dbr,records\item\relics\03_act3_shennongsdarkmedicine.dbr,03_act3_shennongsdarkmedicine.dbr,Original,Incarnation_of_Shen_Nongs_Dark_Medicine_0
Völund's Masterpiece,Legendary,63.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_e_03.dbr,records\xpack2\item\equipmentarmor\helm\u_e_03.dbr,u_e_03.dbr,xpack2,Völunds_Masterpiece_0
The Earth-Shaker,Legendary,70.0,WeaponHunting_Spear,Armament of Poseidon,TQ Immortal Throne,xpack/us_l_002.dbr,records\xpack\item\equipmentweapons\spear\us_l_002.dbr,us_l_002.dbr,xpack,The_Earth_Shaker_0
Demeter's Bounty,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_da_demetersbounty.dbr,records\xpack\item\artifacts\e_da_demetersbounty.dbr,e_da_demetersbounty.dbr,xpack,Demeters_Bounty_0
Guards of the Deep,MonsterInfrequent Normal,36.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_fjordmage.dbr,records\xpack2\item\equipmentarmor\greaves\mi_n_fjordmage.dbr,mi_n_fjordmage.dbr,xpack2,Guards_of_the_Deep_0
Calypso's Cover,Legendary,65.0,ArmorProtective_UpperBody,,TQ,um_l_calypso'scover.dbr,records\item\equipmentarmor\um_l_calypso'scover.dbr,um_l_calypso'scover.dbr,Original,Calypsos_Cover_0
Bow of the Shades,Legendary,60.0,WeaponHunting_Bow,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,records\xpack2\item\equipmentweapons\bow\usm_e_shade.dbr,usm_e_shade.dbr,xpack2,Bow_of_the_Shades_0
Master Forge Cuirass,MonsterInfrequent Legendary,78.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_l_dvergrmelee.dbr,records\xpack2\item\equipmentarmor\torso\mi_l_dvergrmelee.dbr,mi_l_dvergrmelee.dbr,xpack2,Master_Forge_Cuirass_1
Druid's Wreath,Epic,45.0,ArmorProtective_Head,Habiliments of the Druid,TQ,usm_e_habilimentsofthedruid.dbr,records\item\equipmenthelm\usm_e_habilimentsofthedruid.dbr,usm_e_habilimentsofthedruid.dbr,Original,Druids_Wreath_0
Embodiment of Yen-Lo-Wang's Bloodletting,Common,,ItemRelic,,TQ,02_act3_yenlowangsbloodletting.dbr,records\item\relics\02_act3_yenlowangsbloodletting.dbr,02_act3_yenlowangsbloodletting.dbr,Original,Embodiment_of_Yen_Lo_Wangs_Bloodletting_0
Arcane Formula ~ Razor Claw,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_la_razorclaw_formula.dbr,records\xpack\item\artifacts\arcaneformulae\n_la_razorclaw_formula.dbr,n_la_razorclaw_formula.dbr,xpack,Arcane_Formula_~_Razor_Claw_0
Soldier's Legplate,MonsterInfrequent Legendary,69.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_l_formicidmelee01.dbr,records\xpack\item\equipmentarmor\greaves\mi_l_formicidmelee01.dbr,mi_l_formicidmelee01.dbr,xpack,Soldiers_Legplate_1
Brain Cleave,Epic,12.0,WeaponMelee_Axe,,TQ,u_n_braincleave.dbr,records\item\equipmentweapon\axe\u_n_braincleave.dbr,u_n_braincleave.dbr,Original,Brain_Cleave_0
Shadowmeld,Epic,45.0,ArmorProtective_Head,,TQ,u_e_shadowmeld.dbr,records\item\equipmenthelm\u_e_shadowmeld.dbr,u_e_shadowmeld.dbr,Original,Shadowmeld_0
Star of Elysium,Legendary,69.0,ArmorJewelry_Ring,,TQ Immortal Throne,xpack/u_l_003.dbr,records\xpack\item\equipmentarmor\ring\u_l_003.dbr,u_l_003.dbr,xpack,Star_of_Elysium_0
Theban Shield,Epic,12.0,WeaponArmor_Shield,Theban Panoply,TQ,us_n_thebanpanoply.dbr,records\item\equipmentshield\us_n_thebanpanoply.dbr,us_n_thebanpanoply.dbr,Original,Theban_Shield_0
Death Touch,Epic,33.0,ArmorProtective_Forearm,Panoply of the Moirae,TQ Immortal Throne,xpack/us_n_001.dbr,records\xpack\item\equipmentarmor\armband\us_n_001.dbr,us_n_001.dbr,xpack,Death_Touch_0
Einherjar's Line,MonsterInfrequent Legendary,78.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_l_einherjar.dbr,records\xpack2\item\equipmentweapons\spear\mi_l_einherjar.dbr,mi_l_einherjar.dbr,xpack2,Einherjars_Line_0
Bracers of Alfheim,MonsterInfrequent Legendary,79.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_alfr.dbr,records\xpack2\item\equipmentarmor\armband\mi_l_alfr.dbr,mi_l_alfr.dbr,xpack2,Bracers_of_Alfheim_0
The Eviscerator,Epic,20.0,WeaponHunting_Spear,,TQ,u_n_theeviscerator.dbr,records\item\equipmentweapon\spear\u_n_theeviscerator.dbr,u_n_theeviscerator.dbr,Original,The_Eviscerator_0
Ismene's Bracers,MonsterInfrequent Epic,54.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_lamiamelee.dbr,records\xpack\item\equipmentarmor\armband\mi_e_lamiamelee.dbr,mi_e_lamiamelee.dbr,xpack,Ismenes_Bracers_1
Demonskin Walkers,Legendary,82.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/um_l_002.dbr,records\xpack\item\equipmentarmor\greaves\um_l_002.dbr,um_l_002.dbr,xpack,Demonskin_Walkers_0
Ch'kra's Crown,MonsterInfrequent Epic,55.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_e_formicidmage02.dbr,records\xpack\item\equipmentarmor\helm\mi_e_formicidmage02.dbr,mi_e_formicidmage02.dbr,xpack,Chkras_Crown_0
Alcyoneus' Mask,MonsterInfrequent Legendary,72.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_l_gigantesmelee02.dbr,records\xpack\item\equipmentarmor\helm\mi_l_gigantesmelee02.dbr,mi_l_gigantesmelee02.dbr,xpack,Alcyoneus_Mask_0
Spearman's Silk,Epic,28.0,ArmorProtective_UpperBody,,TQ,u_n_spearman'ssilk.dbr,records\item\equipmentarmor\u_n_spearman'ssilk.dbr,u_n_spearman'ssilk.dbr,Original,Spearmans_Silk_0
Froststorm,Epic,42.0,WeaponHunting_Bow,,TQ,u_e_froststorm.dbr,records\item\equipmentweapon\bow\u_e_froststorm.dbr,u_e_froststorm.dbr,Original,Froststorm_0
Doxa Kalo,Legendary,53.0,WeaponMelee_Sword,,TQ,u_e_doxakalo.dbr,records\item\equipmentweapon\sword\u_e_doxakalo.dbr,u_e_doxakalo.dbr,Original,Doxa_Kalo_0
Prowler's Legguards,MonsterInfrequent Normal,25.0,ArmorProtective_LowerBody,,TQ,mi_n_tigermanmelee.dbr,records\item\equipmentgreaves\mi_n_tigermanmelee.dbr,mi_n_tigermanmelee.dbr,Original,Prowlers_Legguards_0
Harness of Valhöll,MonsterInfrequent Normal,37.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_einherjar.dbr,records\xpack2\item\equipmentarmor\torso\mi_n_einherjar.dbr,mi_n_einherjar.dbr,xpack2,Harness_of_Valhöll_1
Ring of the Three,Epic,37.0,ArmorJewelry_Ring,,TQ Ragnarok,xpack2/u_n_002.dbr,records\xpack2\item\equipmentarmor\ring\u_n_002.dbr,u_n_002.dbr,xpack2,Ring_of_the_Three_0
Maron's Garment,Epic,16.0,ArmorProtective_UpperBody,,TQ,u_n_maron'sgarment.dbr,records\item\equipmentarmor\u_n_maron'sgarment.dbr,u_n_maron'sgarment.dbr,Original,Marons_Garment_0
Harmony,Epic,24.0,ArmorProtective_Forearm,,TQ,um_n_harmony.dbr,records\item\equipmentarmband\um_n_harmony.dbr,um_n_harmony.dbr,Original,Harmony_0
Eitr,Common,,ItemCharm,,TQ Ragnarok,xpack2/01_act5_eitr.dbr,records\xpack2\item\charms\01_act5_eitr.dbr,01_act5_eitr.dbr,xpack2,Eitr_0
Heart of Earth,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_ga_heartofearth.dbr,records\xpack\item\artifacts\e_ga_heartofearth.dbr,e_ga_heartofearth.dbr,xpack,Heart_of_Earth_0
Bai Hu's Mantle,MonsterInfrequent Epic,49.0,ArmorProtective_UpperBody,,TQ,mi_e_tigermanmage.dbr,records\item\equipmentarmor\mi_e_tigermanmage.dbr,mi_e_tigermanmage.dbr,Original,Bai_Hus_Mantle_0
Singing Avenger,Legendary,77.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/u_l_02.dbr,records\xpack2\item\equipmentweapons\spear\u_l_02.dbr,u_l_02.dbr,xpack2,Singing_Avenger_0
Ichthian Whomper,MonsterInfrequent Legendary,66.0,WeaponMelee_Mace,,TQ,mi_l_ichthianmelee.dbr,records\item\equipmentweapon\club\mi_l_ichthianmelee.dbr,mi_l_ichthianmelee.dbr,Original,Ichthian_Whomper_1
Epic Tortured Soul,Common,,ItemCharm,,TQ Immortal Throne,xpack/02_act4_torturedsoul.dbr,records\xpack\item\charms\02_act4_torturedsoul.dbr,02_act4_torturedsoul.dbr,xpack,Epic_Tortured_Soul_0
Naglfar,Epic,64.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_e_10.dbr,records\xpack2\item\equipmentweapons\1hranged\u_e_10.dbr,u_e_10.dbr,xpack2,Naglfar_0
Golden Eye of Sun Wukong,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_goldeneyeofsunwukong.dbr,records\xpack\item\artifacts\l_da_goldeneyeofsunwukong.dbr,l_da_goldeneyeofsunwukong.dbr,xpack,Golden_Eye_of_Sun_Wukong_0
Troll's Sticker,MonsterInfrequent Epic,57.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_e_troll.dbr,records\xpack2\item\equipmentweapons\spear\mi_e_troll.dbr,mi_e_troll.dbr,xpack2,Trolls_Sticker_0
Crystal Tear,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_crystaltear.dbr,records\xpack\item\artifacts\n_la_crystaltear.dbr,n_la_crystaltear.dbr,xpack,Crystal_Tear_0
The Past Deeds,Legendary,60.0,ArmorProtective_Forearm,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,records\xpack2\item\equipmentarmor\armband\usm_e_shade.dbr,usm_e_shade.dbr,xpack2,The_Past_Deeds_0
