dbr,id,isit,isr,isatl,find
xpack2\item\equipmentarmor\torso\mi_n_einherjar.dbr,x2tagMIArmor051,true,true,false,
xpack2\item\equipmentarmor\armband\mi_n_einherjar.dbr,x2tagMIArmor053,true,true,false,
xpack2\item\equipmentarmor\greaves\mi_n_einherjar.dbr,x2tagMIArmor054,true,true,false,
xpack2\item\equipmentweapons\1hranged\mi_n_einherjar.dbr,x2tagMIWeapon030,true,true,false,
xpack2\item\equipmentweapons\shield\mi_n_einherjar.dbr,x2tagMIWeapon010,true,true,false,
xpack2\item\equipmentweapons\spear\mi_n_einherjar.dbr,x2tagMIWeapon008,true,true,false,
xpack2\item\equipmentweapons\sword\mi_n_einherjar.dbr,x2tagMIWeapon009,true,true,false,
xpack2\item\equipmentarmor\helm\mi_n_eldjotun.dbr,x2tagMIArmor022,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_eldjotun.dbr,x2tagMIArmor021,true,true,false,
xpack2\item\equipmentarmor\armband\mi_n_eldjotun.dbr,x2tagMIArmor023,true,true,false,
xpack2\item\equipmentarmor\greaves\mi_n_eldjotun.dbr,x2tagMIArmor024,true,true,false,
xpack2\item\equipmentweapons\shield\mi_n_eldjotun.dbr,x2tagMIWeapon013,true,true,false,
xpack2\item\equipmentweapons\spear\mi_n_eldjotun.dbr,x2tagMIWeapon011,true,true,false,
xpack2\item\equipmentweapons\sword\mi_n_eldjotun.dbr,x2tagMIWeapon012,true,true,false,
xpack2\item\equipmentarmor\helm\mi_n_fjordmelee.dbr,x2tagMIArmor006,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_fjordmelee.dbr,x2tagMIArmor005,true,true,false,
xpack2\item\equipmentarmor\armband\mi_n_fjordmelee.dbr,x2tagMIArmor007,true,true,false,
xpack2\item\equipmentarmor\greaves\mi_n_fjordmelee.dbr,x2tagMIArmor008,true,true,false,
xpack2\item\equipmentarmor\helm\mi_n_fjordmage.dbr,x2tagMIArmor010,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_fjordmage.dbr,x2tagMIArmor009,true,true,false,
xpack2\item\equipmentarmor\armband\mi_n_fjordmage.dbr,x2tagMIArmor011,true,true,false,
xpack2\item\equipmentarmor\greaves\mi_n_fjordmage.dbr,x2tagMIArmor012,true,true,false,
xpack2\item\equipmentweapons\bow\mi_n_fjordmelee.dbr,x2tagMIWeapon032,true,true,false,
xpack2\item\equipmentweapons\shield\mi_n_fjordmelee.dbr,x2tagMIWeapon007,true,true,false,
xpack2\item\equipmentweapons\spear\mi_n_fjordmelee.dbr,x2tagMIWeapon006,true,true,false,
xpack2\item\equipmentweapons\staff\mi_n_fjordmage.dbr,x2tagMIWeapon034,true,true,false,
xpack2\item\equipmentarmor\helm\mi_n_kelpie.dbr,x2tagMIArmor030,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_kelpie.dbr,x2tagMIArmor029,true,true,false,
xpack2\item\equipmentarmor\armband\mi_n_kelpie.dbr,x2tagMIArmor031,true,true,false,
xpack2\item\equipmentweapons\sword\mi_n_mercenary.dbr,x2tagMIWeapon018,true,true,false,
xpack2\item\equipmentarmor\helm\mi_n_merfolk.dbr,x2tagMIArmor036,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_merfolk.dbr,x2tagMIArmor035,true,true,false,
xpack2\item\equipmentweapons\spear\mi_n_merfolk.dbr,x2tagMIWeapon001,true,true,false,
xpack2\item\equipmentarmor\helm\mi_n_nerthusshaman.dbr,x2tagMIArmor026,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_nerthusshaman.dbr,x2tagMIArmor025,true,true,false,
xpack2\item\equipmentarmor\armband\mi_n_nerthusshaman.dbr,x2tagMIArmor027,true,true,false,
xpack2\item\equipmentarmor\greaves\mi_n_nerthusshaman.dbr,x2tagMIArmor028,true,true,false,
xpack2\item\equipmentweapons\staff\mi_n_nerthusshaman.dbr,x2tagMIWeapon019,true,true,false,
xpack2\item\equipmentarmor\helm\mi_n_troll.dbr,x2tagMIArmor002,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_troll.dbr,x2tagMIArmor001,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_trollmage.dbr,x2tagMIArmor001b,true,true,false,
xpack2\item\equipmentarmor\armband\mi_n_troll.dbr,x2tagMIArmor003,true,true,false,
xpack2\item\equipmentarmor\greaves\mi_n_troll.dbr,x2tagMIArmor004,true,true,false,
xpack2\item\equipmentweapons\axe\mi_n_troll.dbr,x2tagMIWeapon005,true,true,false,
xpack2\item\equipmentweapons\club\mi_n_troll.dbr,x2tagMIWeapon003,true,true,false,
xpack2\item\equipmentweapons\spear\mi_n_troll.dbr,x2tagMIWeapon002,true,true,false,
xpack2\item\equipmentweapons\staff\mi_n_troll.dbr,x2tagMIWeapon031,true,true,false,
xpack2\item\equipmentweapons\sword\mi_n_troll.dbr,x2tagMIWeapon004,true,true,false,
xpack2\item\equipmentarmor\greaves\mi_n_valkyrie.dbr,x2tagMIArmor050,true,true,false,
xpack2\item\equipmentarmor\torso\mi_n_yerren.dbr,x2tagMIArmor037,true,true,false,
xpack2\item\equipmentarmor\armband\mi_n_yerren.dbr,x2tagMIArmor038,true,true,false,
xpack2\item\equipmentarmor\greaves\mi_n_yerren.dbr,x2tagMIArmor039,true,true,false,
xpack3\items\equipmentarmor\armband\mi_n_coralguardianmage.dbr,x3tagMICoralGuardianArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_coralguardianmage.dbr,x3tagMICoralGuardianLegsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_coralguardianmage.dbr,x3tagMICoralGuardianHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_coralguardianmage.dbr,x3tagMICoralGuardianTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_coralguardianmelee.dbr,x3tagMICoralGuardianArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_coralguardianmelee.dbr,x3tagMICoralGuardianLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_coralguardianmelee.dbr,x3tagMICoralGuardianHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_coralguardianmelee.dbr,x3tagMICoralGuardianTorso,true,false,true,
xpack3\items\equipmentweapon\axe\mi_n_coralguardian.dbr,x3tagMICoralGuardianAxe,true,false,true,
xpack3\items\equipmentweapon\bow\mi_n_coralguardian.dbr,x3tagMICoralGuardianBow,true,false,true,
xpack3\items\equipmentweapon\club\mi_n_coralguardian.dbr,x3tagMICoralGuardianClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_n_coralguardian.dbr,x3tagMICoralGuardianShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_n_coralguardian.dbr,x3tagMICoralGuardianSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_n_coralguardian.dbr,x3tagMICoralGuardianSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_coralguardian_fire.dbr,x3tagMICoralGuardianStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_coralguardian_frost.dbr,x3tagMICoralGuardianStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_coralguardian_lightning.dbr,x3tagMICoralGuardianStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestLegsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestTorso,true,false,true,
xpack3\items\equipmentweapon\axe\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestAxe,true,false,true,
xpack3\items\equipmentweapon\bow\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestBow,true,false,true,
xpack3\items\equipmentweapon\club\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestClub,true,false,true,
xpack3\items\equipmentweapon\spear\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_embalmedpriest_fire.dbr,x3tagMIEmbalmedPriestStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_embalmedpriest_frost.dbr,x3tagMIEmbalmedPriestStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_embalmedpriest_lightning.dbr,x3tagMIEmbalmedPriestStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_hesperidemage.dbr,x3tagMIHesperideArmsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_hesperidemage.dbr,x3tagMIHesperideHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_hesperidemage.dbr,x3tagMIHesperideTorsoCaster,true,false,true,
xpack3\items\equipmentweapon\axe\mi_n_hesperide.dbr,x3tagMIHesperideAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_n_hesperide.dbr,x3tagMIHesperideClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_n_hesperide.dbr,x3tagMIHesperideShield,true,false,true,
xpack3\items\equipmentweapon\sword\mi_n_hesperide.dbr,x3tagMIHesperideSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_hesperide_fire.dbr,x3tagMIHesperideStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_hesperide_frost.dbr,x3tagMIHesperideStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_hesperide_lightning.dbr,x3tagMIHesperideStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_monkeymanmage.dbr,x3tagMILibyanSatyrArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_monkeymanmage.dbr,x3tagMILibyanSatyrLegsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_monkeymanmage.dbr,x3tagMILibyanSatyrHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_monkeymanmage.dbr,x3tagMILibyanSatyrTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_monkeymanmelee.dbr,x3tagMILibyanSatyrArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_monkeymanmelee.dbr,x3tagMILibyanSatyrLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_monkeymanmelee.dbr,x3tagMILibyanSatyrHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_monkeymanmelee.dbr,x3tagMILibyanSatyrTorso,true,false,true,
xpack3\items\equipmentweapon\1hranged\mi_n_monkeyman.dbr,x3tagMILibyanSatyr1HR,true,false,true,
xpack3\items\equipmentweapon\axe\mi_n_monkeyman.dbr,x3tagMILibyanSatyrAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_n_monkeyman.dbr,x3tagMILibyanSatyrClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_n_monkeyman.dbr,x3tagMILibyanSatyrShield,true,false,true,"Mountain King, Aegipan Hero"
xpack3\items\equipmentweapon\spear\mi_n_monkeyman.dbr,x3tagMILibyanSatyrSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_n_monkeyman.dbr,x3tagMILibyanSatyrSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_monkeyman_fire.dbr,x3tagMILibyanSatyrStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_monkeyman_frost.dbr,x3tagMILibyanSatyrStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_monkeyman_lightning.dbr,x3tagMILibyanSatyrStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_potamoimagemage.dbr,x3tagMIPotamoiMageArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_potamoimagemage.dbr,x3tagMIPotamoiMageLegsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_potamoimagemage.dbr,x3tagMIPotamoiMageHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_potamoimagemage.dbr,x3tagMIPotamoiMageTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorTorso,true,false,true,
xpack3\items\equipmentweapon\1hranged\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarrior1HR,true,false,true,
xpack3\items\equipmentweapon\axe\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorSword,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_serpentoidmage.dbr,x3tagMISerpentoidArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_serpentoidmage.dbr,x3tagMISerpentoidLegsCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_serpentoidmage.dbr,x3tagMISerpentoidTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_serpentoidmelee.dbr,x3tagMISerpentoidArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_n_serpentoidmelee.dbr,x3tagMISerpentoidLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_serpentoidmelee.dbr,x3tagMISerpentoidHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_serpentoidmelee.dbr,x3tagMISerpentoidTorso,true,false,true,
xpack3\items\equipmentweapon\axe\mi_n_serpentoid.dbr,x3tagMISerpentoidAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_n_serpentoid.dbr,x3tagMISerpentoidClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_n_serpentoid.dbr,x3tagMISerpentoidShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_n_serpentoid.dbr,x3tagMISerpentoidSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_n_serpentoid.dbr,x3tagMISerpentoidSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_serpentoid_fire.dbr,x3tagMISerpentoidStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_serpentoid_frost.dbr,x3tagMISerpentoidStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_n_serpentoid_lightning.dbr,x3tagMISerpentoidStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_tritonwarriormelee.dbr,x3tagMITritonWarriorArms,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_tritonwarriormelee.dbr,x3tagMITritonWarriorTorso,true,false,true,
xpack3\items\equipmentarmor\armband\mi_n_tritonwitchmage.dbr,x3tagMITritonWitchArmsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_n_tritonwitchmage.dbr,x3tagMITritonWitchHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_n_tritonwitchmage.dbr,x3tagMITritonWitchTorsoCaster,true,false,true,
xpack3\items\equipmentweapon\axe\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorSword,true,false,true,
item\equipmentshield\mi_e_arachnos.dbr,tagMIWeapon001,false,false,false,"All Arachnos, @act01$"
item\equipmentarmor\mi_e_arachnos.dbr,tagMIArmor050,false,false,false,"All Arachnos, @act01$"
item\equipmentweapon\sword\mi_e_arachnos.dbr,tagMIWeapon016,false,false,false,"All Arachnos, @act01$"
item\equipmenthelm\mi_e_arachnos.dbr,tagMIArmor033,false,false,false,"All Arachnos, @act01$"
item\equipmentarmband\mi_e_arachnos.dbr,tagMIArmor001,false,false,false,"All Arachnos, @act01$"
item\equipmentarmband\mi_e_bandari.dbr,tagMIArmor002,false,false,false,"Bandari, Palace of Chang'an, @act03$"
item\equipmenthelm\mi_e_bandari.dbr,tagMIArmor034,false,false,false,"Bandari, Palace of Chang'an, @act03$"
item\equipmentgreaves\mi_e_bandari.dbr,tagMIArmor022,false,false,false,"Bandari, Palace of Chang'an, @act03$"
item\equipmentarmor\mi_e_bandari.dbr,tagMIArmor051,false,false,false,"Bandari, Palace of Chang'an, @act03$"
item\equipmentarmor\mi_e_boarman.dbr,tagMIArmor052,false,false,false,"All Boarmen, @act01$"
item\equipmentarmband\mi_e_boarman.dbr,tagMIArmor081,false,false,false,"All Boarmen, @act01$"
item\equipmenthelm\mi_e_centaur.dbr,tagMIArmor035,false,false,false,"Elder, Patriarch, @act01$"
item\equipmentshield\mi_e_centaur.dbr,tagMIWeapon002,false,false,false,"Elder, Patriarch, Marauder, Nessus, @act01$"
item\equipmentarmor\mi_e_centaur.dbr,tagMIArmor053,false,false,false,"All Centaurs, @act01$"
item\equipmentweapon\spear\mi_e_centaurtrapper.dbr,tagMIWeapon013,false,false,false,"Trapper; Heroes: Mulgor Flamespear, Sergos Longstride, @act01$"
item\equipmentweapon\club\mi_e_cyclops.dbr,tagMIWeapon010,false,false,false,"Polyphemus, Cyclops' Lair, @act01$"
item\equipmenthelm\mi_e_deserthag.dbr,tagMIArmor079,false,false,false,"All Desert Hags, @act02$"
item\equipmentarmband\mi_e_djinn.dbr,tagMIArmor003,false,false,false,"All Djinns, @act03$"
item\equipmentweapon\axe\mi_e_dragonian.dbr,tagMIWeapon004,false,false,false,"Headhunter, Ravager, @act03$"
item\equipmentarmor\mi_e_dragonian.dbr,tagMIArmor054,false,false,false,"All Dragonians except mages, @act03$"
item\equipmentweapon\bow\mi_e_duneraider.dbr,tagMIWeapon008,false,false,false,"All Pillagers, Iznu, @act02$"
xpack2\item\equipmentweapons\1hranged\mi_e_duneraider.dbr,x2tagMIWeapon025,true,true,false,
item\equipmentarmband\mi_e_duneraider.dbr,tagMIArmor004,false,false,false,"All Assassins, all Marauders; Heroes: Badru, Najja, Faceless One, @act02$"
item\equipmentarmor\mi_e_duneraider.dbr,tagMIArmor055,false,false,false,"All Assassins; Heroes: Badru, Najja, Faceless One, @act02$"
item\equipmentgreaves\mi_e_duneraider.dbr,tagMIArmor023,false,false,false,"All Assassins, all Marauders; Heroes: Badru, Najja, Faceless One, @act02$"
item\equipmentarmor\mi_e_duneraiderb.dbr,tagMIArmor080,false,false,false,"All Pillagers, Iznu, @act02$"
item\equipmenthelm\mi_e_goldenskeleton.dbr,tagMIArmor036,false,false,false,"All Gilded Dead, Valley of Kings, @act02$"
item\equipmentgreaves\mi_e_goldenskeleton.dbr,tagMIArmor024,false,false,false,"All Gilded Dead, Valley of Kings, @act02$"
item\equipmentarmband\mi_e_goldenskeleton.dbr,tagMIArmor005,false,false,false,"All Gilded Dead, Valley of Kings, @act02$"
item\equipmentarmor\mi_e_goldenskeleton.dbr,tagMIArmor056,false,false,false,"All Gilded Dead, Valley of Kings, @act02$"
xpack2\item\equipmentweapons\1hranged\mi_e_skeleton.dbr,x2tagMIWeapon023,true,true,false,
item\equipmenthelm\mi_e_gorgon.dbr,tagMIArmor037,false,false,false,"All Gorgons except Guards, Euryale, Medusa, Stheno, @act01$"
item\equipmentarmband\mi_e_gorgonarcher.dbr,tagMIArmor006,false,false,false,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$"
item\equipmenthelm\mi_e_gorgonarcher.dbr,tagMIArmor038,false,false,false,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$"
item\equipmentarmor\mi_e_gorgonarcher.dbr,tagMIArmor057,false,false,false,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$"
item\equipmenthelm\mi_e_gorgonmelee.dbr,tagMIArmor039,false,false,false,"Guard, Archer, Slayer; Hero: Keleos, @act01$"
item\equipmentarmor\mi_e_gorgonmelee.dbr,tagMIArmor058,false,false,false,"Guard, Archer, Slayer; Hero: Keleos, @act01$"
item\equipmentarmband\mi_e_gorgonmelee.dbr,tagMIArmor007,false,false,false,"Guard, Archer, Slayer; Hero: Keleos, @act01$"
item\equipmentarmor\mi_e_ichthianmage.dbr,tagMIArmor059,false,false,false,"All Bonecasters, all Shamans, Shaman's Apprentice, @act03$"
item\equipmenthelm\mi_e_ichthianmage.dbr,tagMIArmor040,false,false,false,"All Bonecasters, all Shamans, Shaman's Apprentice, @act03$"
item\equipmentweapon\club\mi_e_ichthianmelee.dbr,tagMIWeapon011,false,false,false,"Myrmidon, Piscean Warrior, Lord of the Deep; Heroes: Cenon, Melchior, Mehrdad, @act03$"
item\equipmentarmor\mi_e_ichthianmelee.dbr,tagMIArmor060,false,false,false,"Myrmidon, Piscean Warrior, Lord of the Deep; Heroes: Cenon, Melchior, Mehrdad, @act03$"
item\equipmentweapon\spear\mi_e_ichthianmelee.dbr,tagMIWeapon014,false,false,false,"All Trappers, @act03$"
item\equipmentarmband\mi_e_jackalmanmage.dbr,tagMIArmor008,false,false,false,"All Shamans, @act02$"
item\equipmenthelm\mi_e_jackalmanmage.dbr,tagMIArmor041,false,false,false,"All Shamans, Acolyte, Adept; Heroes: Akiiki, Yazid, @act02$"
item\equipmentarmor\mi_e_jackalmanmage.dbr,tagMIArmor061,false,false,false,"All Shamans, @act02$"
item\equipmentarmband\mi_e_jackalmanmelee.dbr,tagMIArmor009,false,false,false,"All Berserkers; Hero: Slobberjaw, @act02$"
item\equipmentarmor\mi_e_jackalmanmelee.dbr,tagMIArmor062,false,false,false,"All Berserkers; Hero: Slobberjaw, @act02$"
xpack2\item\equipmentweapons\1hranged\mi_e_jackalman.dbr,x2tagMIWeapon026,true,true,false,
item\equipmenthelm\mi_e_liche.dbr,tagMIArmor082,false,false,false,"All Abyssal Liches, @act03$"
item\equipmentweapon\staff\mi_e_liche.dbr,tagMIWeapon019,false,false,false,"All Abyssal Liches, @act03$"
xpack2\item\equipmentweapons\1hranged\mi_e_maenad.dbr,x2tagMIWeapon024,true,true,false,
item\equipmentarmband\mi_e_minotaur.dbr,tagMIArmor010,false,false,false,"Minotaur, Minoan Labyrinth, @act01$"
