,Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record
142,The Night Mistress's Clutch,MonsterInfrequent Normal,31.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/mi_n_empousa.dbr,b'records\\xpack\\item\\equipmentweapons\\staffmi_n_empousa.dbr'
143,Warrior's Buskin,Epic,49.0,ArmorProtective_LowerBody,Warrior's Panoply,TQ,us_e_warrior'spanoply.dbr,"b""records\\item\\equipmentgreavesus_e_warrior'spanoply.dbr"""
144,Shai'tan,Legendary,53.0,WeaponMelee_Axe,,TQ,u_e_shai'tan.dbr,"b""records\\item\\equipmentweapon\\axeu_e_shai'tan.dbr"""
145,Crystalline Bracers,Legendary,53.0,ArmorProtective_Forearm,Crystalline Array,TQ,us_e_crystallinearray.dbr,b'records\\item\\equipmentarmbandus_e_crystallinearray.dbr'
146,Prowler's Cuirass,MonsterInfrequent Normal,27.0,ArmorProtective_UpperBody,,TQ,mi_n_tigermanmelee.dbr,b'records\\item\\equipmentarmormi_n_tigermanmelee.dbr'
147,Lupine Vestment,MonsterInfrequent Normal,15.0,ArmorProtective_UpperBody,,TQ,mi_n_jackalmanmage.dbr,b'records\\item\\equipmentarmormi_n_jackalmanmage.dbr'
148,Pearled Cap,Epic,38.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_n_01.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmu_n_01.dbr'
149,Ikon of Zeus,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_ikonofzeus.dbr,b'records\\xpack\\item\\artifactsl_da_ikonofzeus.dbr'
150,Katharsos,Epic,39.0,WeaponMelee_Sword,,TQ,u_e_katharsos.dbr,b'records\\item\\equipmentweapon\\swordu_e_katharsos.dbr'
151,Palioxis,MonsterInfrequent Legendary,72.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_machaemelee.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_l_machaemelee.dbr'
152,Eye of the Heavens,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_ga_eyeoftheheavens.dbr,b'records\\xpack\\item\\artifactsn_ga_eyeoftheheavens.dbr'
153,Enforcer's Bracer,MonsterInfrequent Epic,13.0,ArmorProtective_Forearm,,TQ,mi_e_boarman.dbr,b'records\\item\\equipmentarmbandmi_e_boarman.dbr'
154,Spear of Thule,Epic,37.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/u_n_03.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearu_n_03.dbr'
155,Staff of Kheprer,Epic,20.0,WeaponMagical_Staff,,TQ,u_n_staffofkheprer.dbr,b'records\\item\\equipmentweapon\\staffu_n_staffofkheprer.dbr'
156,The Rat's Track,MonsterInfrequent Normal,22.0,ArmorProtective_LowerBody,,TQ,mi_n_ratmanchampion.dbr,b'records\\item\\equipmentgreavesmi_n_ratmanchampion.dbr'
157,Greaves of Marathon,Epic,8.0,ArmorProtective_LowerBody,,TQ,u_n_greavesofmarathon.dbr,b'records\\item\\equipmentgreavesu_n_greavesofmarathon.dbr'
158,Overseer's Crest,MonsterInfrequent Normal,17.0,ArmorProtective_Forearm,,TQ,mi_n_reptilian.dbr,b'records\\item\\equipmentarmbandmi_n_reptilian.dbr'
159,Exotic Carapace,MonsterInfrequent Epic,45.0,WeaponArmor_Shield,,TQ,mi_e_tropicalarachnos.dbr,b'records\\item\\equipmentshieldmi_e_tropicalarachnos.dbr'
160,Band of Domination,Epic,36.0,ArmorJewelry_Ring,,TQ,u_e_bandofdomination.dbr,b'records\\item\\equipmentringu_e_bandofdomination.dbr'
161,Folg,MonsterInfrequent Epic,54.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/mi_e_troglodyte.dbr,b'records\\xpack\\item\\equipmentweapons\\clubmi_e_troglodyte.dbr'
162,Jackalman Sling,MonsterInfrequent Legendary,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_l_jackalman.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_l_jackalman.dbr'
163,Knot of Isis,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_da_knotofisis.dbr,b'records\\xpack\\item\\artifactse_da_knotofisis.dbr'
164,Peleus' Ashen Spear,Legendary,65.0,WeaponHunting_Spear,,TQ,u_l_peleus'ashenspear .dbr,"b""records\\item\\equipmentweapon\\spearu_l_peleus'ashenspear .dbr"""
165,Song of the Siren,Epic,39.0,ArmorJewelry_Amulet,,TQ,u_e_songofthesiren.dbr,b'records\\item\\equipmentamuletu_e_songofthesiren.dbr'
166,Lode Stone,Epic,36.0,ArmorJewelry_Amulet,,TQ,u_e_lodestone.dbr,b'records\\item\\equipmentamuletu_e_lodestone.dbr'
167,Venomhusk Shield,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_venomhuskshield.dbr,b'records\\item\\equipmentshieldu_l_venomhuskshield.dbr'
168,Lifeshroud,Epic,45.0,ArmorProtective_UpperBody,,TQ,u_e_lifeshroud.dbr,b'records\\item\\equipmentarmoru_e_lifeshroud.dbr'
169,Greaves of the Argonauts,Legendary,75.0,ArmorProtective_LowerBody,The Argonaut,TQ Immortal Throne,xpack/u_l_002.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesu_l_002.dbr'
170,Ordu Composite Bow,Epic,59.0,WeaponHunting_Bow,The Ordu,TQ Immortal Throne,xpack/us_e_005.dbr,b'records\\xpack\\item\\equipmentweapons\\bowus_e_005.dbr'
171,Deathweaver's Armplates,MonsterInfrequent Legendary,60.0,ArmorProtective_Forearm,,TQ,mi_l_arachnos.dbr,b'records\\item\\equipmentarmbandmi_l_arachnos.dbr'
172,Book of Dreams,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_ga_bookofdreams.dbr,b'records\\xpack\\item\\artifactsn_ga_bookofdreams.dbr'
173,Soldier's Legplate,MonsterInfrequent Epic,56.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_formicidmelee01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_e_formicidmelee01.dbr'
174,Incarnation of the Iron Will of Ajax,Common,,ItemRelic,,TQ Immortal Throne,xpack/03_act4_ironwillofajax.dbr,b'records\\xpack\\item\\relics03_act4_ironwillofajax.dbr'
175,Sentinel's Armbands,MonsterInfrequent Normal,12.0,ArmorProtective_Forearm,,TQ,mi_n_gorgonmelee.dbr,b'records\\item\\equipmentarmbandmi_n_gorgonmelee.dbr'
176,Ismene's Bracers,MonsterInfrequent Legendary,67.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_lamiamelee.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_l_lamiamelee.dbr'
177,Persephone's Caress,Legendary,65.0,WeaponMelee_Axe,,TQ,u_l_persephone'scaress.dbr,"b""records\\item\\equipmentweapon\\axeu_l_persephone'scaress.dbr"""
178,Helm of Darkness,Legendary,68.0,ArmorProtective_Head,,TQ,u_l_helmofdarkness.dbr,b'records\\item\\equipmenthelmu_l_helmofdarkness.dbr'
179,Golden Agris Helmet,Legendary,79.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_l_02.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmu_l_02.dbr'
180,Witch Doctor's Bracelet,MonsterInfrequent Normal,,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_n_anouranmage.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_n_anouranmage.dbr'
181,Greaves of the Firewalker,Epic,42.0,ArmorProtective_LowerBody,Firewalker's Suit,TQ,us_e_firewalker'ssuit.dbr,"b""records\\item\\equipmentgreavesus_e_firewalker'ssuit.dbr"""
182,Jagged Silk,Legendary,71.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_l_05.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_l_05.dbr'
183,The Night Mistress's Crown,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_empusamage.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_n_empusamage.dbr'
184,Incarnation of Shen-Nong's Dark Medicine,Common,,ItemRelic,,TQ,03_act3_shennongsdarkmedicine.dbr,b'records\\item\\relics03_act3_shennongsdarkmedicine.dbr'
185,Völund's Masterpiece,Legendary,63.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_e_03.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmu_e_03.dbr'
186,The Earth-Shaker,Legendary,70.0,WeaponHunting_Spear,Armament of Poseidon,TQ Immortal Throne,xpack/us_l_002.dbr,b'records\\xpack\\item\\equipmentweapons\\spearus_l_002.dbr'
187,Demeter's Bounty,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_da_demetersbounty.dbr,b'records\\xpack\\item\\artifactse_da_demetersbounty.dbr'
188,Guards of the Deep,MonsterInfrequent Normal,36.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_fjordmage.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_n_fjordmage.dbr'
189,Calypso's Cover,Legendary,65.0,ArmorProtective_UpperBody,,TQ,um_l_calypso'scover.dbr,"b""records\\item\\equipmentarmorum_l_calypso'scover.dbr"""
190,Bow of the Shades,Legendary,60.0,WeaponHunting_Bow,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowusm_e_shade.dbr'
191,Master Forge Cuirass,MonsterInfrequent Legendary,78.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_l_dvergrmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_l_dvergrmelee.dbr'
192,Druid's Wreath,Epic,45.0,ArmorProtective_Head,Habiliments of the Druid,TQ,usm_e_habilimentsofthedruid.dbr,b'records\\item\\equipmenthelmusm_e_habilimentsofthedruid.dbr'
193,Embodiment of Yen-Lo-Wang's Bloodletting,Common,,ItemRelic,,TQ,02_act3_yenlowangsbloodletting.dbr,b'records\\item\\relics02_act3_yenlowangsbloodletting.dbr'
194,Arcane Formula ~ Razor Claw,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_la_razorclaw_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_la_razorclaw_formula.dbr'
195,Soldier's Legplate,MonsterInfrequent Legendary,69.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_l_formicidmelee01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_l_formicidmelee01.dbr'
196,Brain Cleave,Epic,12.0,WeaponMelee_Axe,,TQ,u_n_braincleave.dbr,b'records\\item\\equipmentweapon\\axeu_n_braincleave.dbr'
197,Shadowmeld,Epic,45.0,ArmorProtective_Head,,TQ,u_e_shadowmeld.dbr,b'records\\item\\equipmenthelmu_e_shadowmeld.dbr'
198,Star of Elysium,Legendary,69.0,ArmorJewelry_Ring,,TQ Immortal Throne,xpack/u_l_003.dbr,b'records\\xpack\\item\\equipmentarmor\\ringu_l_003.dbr'
199,Theban Shield,Epic,12.0,WeaponArmor_Shield,Theban Panoply,TQ,us_n_thebanpanoply.dbr,b'records\\item\\equipmentshieldus_n_thebanpanoply.dbr'
200,Death Touch,Epic,33.0,ArmorProtective_Forearm,Panoply of the Moirae,TQ Immortal Throne,xpack/us_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandus_n_001.dbr'
201,Einherjar's Line,MonsterInfrequent Legendary,78.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_l_einherjar.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearmi_l_einherjar.dbr'
202,Bracers of Alfheim,MonsterInfrequent Legendary,79.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_alfr.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_alfr.dbr'
203,The Eviscerator,Epic,20.0,WeaponHunting_Spear,,TQ,u_n_theeviscerator.dbr,b'records\\item\\equipmentweapon\\spearu_n_theeviscerator.dbr'
204,Ismene's Bracers,MonsterInfrequent Epic,54.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_lamiamelee.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_e_lamiamelee.dbr'
205,Demonskin Walkers,Legendary,82.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/um_l_002.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesum_l_002.dbr'
206,Ch'kra's Crown,MonsterInfrequent Epic,55.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_e_formicidmage02.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_e_formicidmage02.dbr'
207,Alcyoneus' Mask,MonsterInfrequent Legendary,72.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_l_gigantesmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_l_gigantesmelee02.dbr'
208,Spearman's Silk,Epic,28.0,ArmorProtective_UpperBody,,TQ,u_n_spearman'ssilk.dbr,"b""records\\item\\equipmentarmoru_n_spearman'ssilk.dbr"""
209,Froststorm,Epic,42.0,WeaponHunting_Bow,,TQ,u_e_froststorm.dbr,b'records\\item\\equipmentweapon\\bowu_e_froststorm.dbr'
210,Doxa Kalo,Legendary,53.0,WeaponMelee_Sword,,TQ,u_e_doxakalo.dbr,b'records\\item\\equipmentweapon\\swordu_e_doxakalo.dbr'
211,Prowler's Legguards,MonsterInfrequent Normal,25.0,ArmorProtective_LowerBody,,TQ,mi_n_tigermanmelee.dbr,b'records\\item\\equipmentgreavesmi_n_tigermanmelee.dbr'
212,Harness of Valhöll,MonsterInfrequent Normal,37.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_einherjar.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_n_einherjar.dbr'
213,Ring of the Three,Epic,37.0,ArmorJewelry_Ring,,TQ Ragnarok,xpack2/u_n_002.dbr,b'records\\xpack2\\item\\equipmentarmor\\ringu_n_002.dbr'
214,Maron's Garment,Epic,16.0,ArmorProtective_UpperBody,,TQ,u_n_maron'sgarment.dbr,"b""records\\item\\equipmentarmoru_n_maron'sgarment.dbr"""
215,Harmony,Epic,24.0,ArmorProtective_Forearm,,TQ,um_n_harmony.dbr,b'records\\item\\equipmentarmbandum_n_harmony.dbr'
216,Eitr,Common,,ItemCharm,,TQ Ragnarok,xpack2/01_act5_eitr.dbr,b'records\\xpack2\\item\\charms01_act5_eitr.dbr'
217,Heart of Earth,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_ga_heartofearth.dbr,b'records\\xpack\\item\\artifactse_ga_heartofearth.dbr'
218,Bai Hu's Mantle,MonsterInfrequent Epic,49.0,ArmorProtective_UpperBody,,TQ,mi_e_tigermanmage.dbr,b'records\\item\\equipmentarmormi_e_tigermanmage.dbr'
219,Singing Avenger,Legendary,77.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/u_l_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearu_l_02.dbr'
220,Ichthian Whomper,MonsterInfrequent Legendary,66.0,WeaponMelee_Mace,,TQ,mi_l_ichthianmelee.dbr,b'records\\item\\equipmentweapon\\clubmi_l_ichthianmelee.dbr'
221,Epic Tortured Soul,Common,,ItemCharm,,TQ Immortal Throne,xpack/02_act4_torturedsoul.dbr,b'records\\xpack\\item\\charms02_act4_torturedsoul.dbr'
222,Naglfar,Epic,64.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_e_10.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_e_10.dbr'
223,Golden Eye of Sun Wukong,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_goldeneyeofsunwukong.dbr,b'records\\xpack\\item\\artifactsl_da_goldeneyeofsunwukong.dbr'
224,Troll's Sticker,MonsterInfrequent Epic,57.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_e_troll.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearmi_e_troll.dbr'
225,Crystal Tear,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_crystaltear.dbr,b'records\\xpack\\item\\artifactsn_la_crystaltear.dbr'
226,The Past Deeds,Legendary,60.0,ArmorProtective_Forearm,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandusm_e_shade.dbr'
227,Stone Hammer,MonsterInfrequent Normal,5.0,WeaponMelee_Mace,,TQ,mi_n_satyrguardian.dbr,b'records\\item\\equipmentweapon\\clubmi_n_satyrguardian.dbr'
228,Jade Idol,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_la_jadetotem.dbr,b'records\\xpack\\item\\artifactse_la_jadetotem.dbr'
229,Buskins of Valhöll,MonsterInfrequent Epic,59.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_einherjar.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_e_einherjar.dbr'
230,Bear Rider's Garb,MonsterInfrequent Epic,59.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_yerren.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_e_yerren.dbr'
231,Butcher's Bride,Epic,8.0,WeaponMelee_Axe,,TQ,u_n_butcher'sbride.dbr,"b""records\\item\\equipmentweapon\\axeu_n_butcher'sbride.dbr"""
232,Hunter's Helm,Epic,52.0,ArmorProtective_Head,Hunter's Armor,TQ,us_e_hunter'sarmor.dbr,"b""records\\item\\equipmenthelmus_e_hunter'sarmor.dbr"""
233,Charybdis,Legendary,65.0,WeaponMelee_Axe,Bane of Messina,TQ,us_l_baneofmessia02.dbr,b'records\\item\\equipmentweapon\\axeus_l_baneofmessia02.dbr'
234,Harness of Command,Epic,8.0,ArmorProtective_UpperBody,,TQ,u_n_harnessofcommand.dbr,b'records\\item\\equipmentarmoru_n_harnessofcommand.dbr'
235,Legendary Peng Claw,Common,,ItemCharm,,TQ,03_act3_pengclaw.dbr,b'records\\item\\animalrelics03_act3_pengclaw.dbr'
236,Gauntlets of the Restless King,MonsterInfrequent Epic,58.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_e_draugr.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_e_draugr.dbr'
237,Cerberus' Bite,Legendary,65.0,WeaponMelee_Axe,,TQ,u_l_cerberus'bite.dbr,"b""records\\item\\equipmentweapon\\axeu_l_cerberus'bite.dbr"""
238,Arcane Formula ~ Arcane Mirror,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_ga_arcanemirror_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_ga_arcanemirror_formula.dbr'
239,Vestment of Ker,MonsterInfrequent Epic,56.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_e_keresmage.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_e_keresmage.dbr'
240,Chillwind,Epic,12.0,WeaponHunting_Bow,,TQ,u_n_chillwind.dbr,b'records\\item\\equipmentweapon\\bowu_n_chillwind.dbr'
241,Bracers of the Sphinx,Epic,45.0,ArmorProtective_Forearm,The Sphinx,TQ,us_e_thesphinx.dbr,b'records\\item\\equipmentarmbandus_e_thesphinx.dbr'
242,Ethereal Cage,MonsterInfrequent Legendary,60.0,ArmorProtective_UpperBody,,TQ,mi_l_wraith.dbr,b'records\\item\\equipmentarmormi_l_wraith.dbr'
243,Ethereal Leggings,MonsterInfrequent Epic,42.0,ArmorProtective_LowerBody,,TQ,mi_e_wraith.dbr,b'records\\item\\equipmentgreavesmi_e_wraith.dbr'
244,Arcane Formula ~ Blood of Ares,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_da_bloodofares_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_da_bloodofares_formula.dbr'
245,Mindrage Robe,Legendary,65.0,ArmorProtective_UpperBody,,TQ,um_l_mindragerobe.dbr,b'records\\item\\equipmentarmorum_l_mindragerobe.dbr'
246,Revenant Greaves,MonsterInfrequent Legendary,66.0,ArmorProtective_LowerBody,,TQ,mi_l_goldenskeleton.dbr,b'records\\item\\equipmentgreavesmi_l_goldenskeleton.dbr'
247,Axe of Tereus,Legendary,65.0,WeaponMelee_Axe,,TQ,u_l_axeoftereus.dbr,b'records\\item\\equipmentweapon\\axeu_l_axeoftereus.dbr'
248,Dragon Blood,Common,,ItemCharm,,TQ Ragnarok,xpack2/01_act5_dragonblood.dbr,b'records\\xpack2\\item\\charms01_act5_dragonblood.dbr'
249,Elemental Rage,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_ga_elementalrage.dbr,b'records\\xpack\\item\\artifactsl_ga_elementalrage.dbr'
250,Master Forge Helmet,MonsterInfrequent Normal,37.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_dvergrmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_dvergrmelee.dbr'
251,Crosier of Osiris,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_da_crosierofosiris.dbr,b'records\\xpack\\item\\artifactse_da_crosierofosiris.dbr'
252,Epic Spectral Matter,Common,,ItemCharm,,TQ,02_multacts_spectralmatter.dbr,b'records\\item\\animalrelics02_multacts_spectralmatter.dbr'
253,Revenant Gauntlets,MonsterInfrequent Normal,17.0,ArmorProtective_Forearm,,TQ,mi_n_goldenskeleton.dbr,b'records\\item\\equipmentarmbandmi_n_goldenskeleton.dbr'
254,Cinderbolt,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_cinderbolt.dbr,b'records\\xpack\\item\\artifactsn_la_cinderbolt.dbr'
255,Black Cage of Tartarus,Legendary,65.0,ArmorProtective_UpperBody,Eternal Ward of Tartarus,TQ,us_l_eternalwardoftartarus.dbr,b'records\\item\\equipmentarmorus_l_eternalwardoftartarus.dbr'
256,Einherjar Hammers,MonsterInfrequent Legendary,78.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_l_einherjar.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_l_einherjar.dbr'
257,Ares' Wrath,Legendary,65.0,WeaponHunting_Spear,,TQ,u_l_ares'wrath.dbr,"b""records\\item\\equipmentweapon\\spearu_l_ares'wrath.dbr"""
258,Rogue's Harness,Epic,49.0,ArmorProtective_UpperBody,Rogue's Cover,TQ,us_e_rogue'scover.dbr,"b""records\\item\\equipmentarmorus_e_rogue'scover.dbr"""
259,Crown of the Liche King,MonsterInfrequent Normal,28.0,ArmorProtective_Head,,TQ,mi_n_liche.dbr,b'records\\item\\equipmenthelmmi_n_liche.dbr'
260,Boots of Alfheim,MonsterInfrequent Legendary,79.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_alfr.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_l_alfr.dbr'
261,Helm of the Nemean Lion,Legendary,68.0,ArmorProtective_Head,Nemean Lion Hide,TQ,us_l_nemeanlionhide.dbr,b'records\\item\\equipmenthelmus_l_nemeanlionhide.dbr'
262,Adept's Diadem,Epic,52.0,ArmorProtective_Head,Adept's Regalia,TQ,usm_e_adept'sregalia.dbr,"b""records\\item\\equipmenthelmusm_e_adept'sregalia.dbr"""
263,Umbral Robe,Epic,47.0,ArmorProtective_UpperBody,Umbral Raiment,TQ,usm_e_umbralraiment.dbr,b'records\\item\\equipmentarmorusm_e_umbralraiment.dbr'
264,Shard of the Elements,Epic,28.0,ArmorJewelry_Amulet,,TQ,u_n_shardoftheelements.dbr,b'records\\item\\equipmentamuletu_n_shardoftheelements.dbr'
265,Penetrating Spear of Ko k'Bi,Epic,49.0,WeaponHunting_Spear,,TQ,u_e_penetratingspearofkok'bi.dbr,"b""records\\item\\equipmentweapon\\spearu_e_penetratingspearofkok'bi.dbr"""
266,Epic Primal Magma,Common,,ItemCharm,,TQ Ragnarok,xpack2/02_act5_primalmagma.dbr,b'records\\xpack2\\item\\charms02_act5_primalmagma.dbr'
267,Call of the Wild,Epic,52.0,ArmorProtective_Head,Aspect of the Wild,TQ,us_e_aspectofthewild.dbr,b'records\\item\\equipmenthelmus_e_aspectofthewild.dbr'
268,Porphyrion's Legplates,MonsterInfrequent Epic,58.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_gigantesmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_e_gigantesmelee.dbr'
269,Bonebreaker Cowl,MonsterInfrequent Legendary,76.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_troll.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_l_troll.dbr'
270,Myrmidon's Chitin,MonsterInfrequent Legendary,70.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_formicidmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_l_formicidmelee02.dbr'
271,Embodiment of Sigurd's Courage,Common,,ItemRelic,,TQ Ragnarok,xpack2/02_act5_sigurdscourage.dbr,b'records\\xpack2\\item\\relics02_act5_sigurdscourage.dbr'
272,Axe of Lesbos,Epic,39.0,WeaponMelee_Axe,,TQ,u_e_axeoflesbos.dbr,b'records\\item\\equipmentweapon\\axeu_e_axeoflesbos.dbr'
273,Polydegmon,Legendary,69.0,ArmorJewelry_Amulet,Plouton's Vestments,TQ Immortal Throne,xpack/usm_l_001.dbr,b'records\\xpack\\item\\equipmentarmor\\amuletusm_l_001.dbr'
274,Aphrodite's Favor,Legendary,80.0,ArmorJewelry_Amulet,,TQ,u_l_aphroditesfavor.dbr,b'records\\item\\equipmentamuletu_l_aphroditesfavor.dbr'
275,Pyromancer's Robe,Epic,42.0,ArmorProtective_UpperBody,Pyromancer's Guard,TQ,usm_e_pyromancer'sguard.dbr,"b""records\\item\\equipmentarmorusm_e_pyromancer'sguard.dbr"""
276,The Night Mistress's Leggings,MonsterInfrequent Epic,57.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_empusamage.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_e_empusamage.dbr'
277,Celestial Band,Legendary,50.0,ArmorJewelry_Ring,,TQ,u_e_celestialband.dbr,b'records\\item\\equipmentringu_e_celestialband.dbr'
278,Shaman's Coil,MonsterInfrequent Epic,49.0,ArmorProtective_Forearm,,TQ,mi_e_neanderthalmage.dbr,b'records\\item\\equipmentarmbandmi_e_neanderthalmage.dbr'
279,Ram Bow,Epic,8.0,WeaponHunting_Bow,,TQ,u_n_rambow.dbr,b'records\\item\\equipmentweapon\\bowu_n_rambow.dbr'
280,Ceremonial Headdress,MonsterInfrequent Epic,47.0,ArmorProtective_Head,,TQ,mi_e_mummy.dbr,b'records\\item\\equipmenthelmmi_e_mummy.dbr'
281,Huo Quiao Armor,Epic,24.0,ArmorProtective_UpperBody,,TQ,u_n_huoquiaoarmor.dbr,b'records\\item\\equipmentarmoru_n_huoquiaoarmor.dbr'
282,Sagaris Tartarus,Legendary,75.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/u_l_003.dbr,b'records\\xpack\\item\\equipmentweapons\\axeu_l_003.dbr'
283,The Diary of Sorius,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment06.dbr,b'records\\xpack\\item\\parchmentsparchment06.dbr'
284,Jade Greaves,Epic,28.0,ArmorProtective_LowerBody,Pride of the Jade Palace,TQ,us_n_prideofthejadepalace.dbr,b'records\\item\\equipmentgreavesus_n_prideofthejadepalace.dbr'
