record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,id,Quality
records\xpack3\items\equipmentarmor\armband\mi_n_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestArms,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_embalmedpriestmelee_Armbands_xpack3,,mi_n_embalmedpriestmelee_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\mi_n_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestLegs,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_embalmedpriestmelee_Greaves_xpack3,,mi_n_embalmedpriestmelee_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\mi_n_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestHead,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_n_embalmedpriestmelee_Helm_xpack3,,mi_n_embalmedpriestmelee_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestTorso,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_embalmedpriestmelee_Armor_xpack3,,mi_n_embalmedpriestmelee_Armor_xpack3,
records\xpack3\items\equipmentweapon\axe\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_n_embalmedpriest_Axe_xpack3,,mi_n_embalmedpriest_Axe_xpack3,
records\xpack3\items\equipmentweapon\bow\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestBow,True,False,True,,Bow,WeaponHunting_Bow,xpack3,mi_n_embalmedpriest_Bow_xpack3,,mi_n_embalmedpriest_Bow_xpack3,
records\xpack3\items\equipmentweapon\club\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_n_embalmedpriest_Mace_xpack3,,mi_n_embalmedpriest_Mace_xpack3,
records\xpack3\items\equipmentweapon\spear\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestSpear,True,False,True,,Spear,WeaponHunting_Spear,xpack3,mi_n_embalmedpriest_Spear_xpack3,,mi_n_embalmedpriest_Spear_xpack3,
records\xpack3\items\equipmentweapon\sword\mi_n_embalmedpriest.dbr,x3tagMIEmbalmedPriestSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_n_embalmedpriest_Sword_xpack3,,mi_n_embalmedpriest_Sword_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_embalmedpriest_fire.dbr,x3tagMIEmbalmedPriestStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_embalmedpriest_fire_Staff_xpack3,,mi_n_embalmedpriest_fire_Staff_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_embalmedpriest_frost.dbr,x3tagMIEmbalmedPriestStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_embalmedpriest_frost_Staff_xpack3,,mi_n_embalmedpriest_frost_Staff_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_embalmedpriest_lightning.dbr,x3tagMIEmbalmedPriestStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_embalmedpriest_lightning_Staff_xpack3,,mi_n_embalmedpriest_lightning_Staff_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_hesperidemage.dbr,x3tagMIHesperideArmsCaster,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_hesperidemage_Armbands_xpack3,,mi_n_hesperidemage_Armbands_xpack3,
records\xpack3\items\equipmentarmor\helm\mi_n_hesperidemage.dbr,x3tagMIHesperideHeadCaster,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_n_hesperidemage_Helm_xpack3,,mi_n_hesperidemage_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_hesperidemage.dbr,x3tagMIHesperideTorsoCaster,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_hesperidemage_Armor_xpack3,,mi_n_hesperidemage_Armor_xpack3,
records\xpack3\items\equipmentweapon\axe\mi_n_hesperide.dbr,x3tagMIHesperideAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_n_hesperide_Axe_xpack3,,mi_n_hesperide_Axe_xpack3,
records\xpack3\items\equipmentweapon\club\mi_n_hesperide.dbr,x3tagMIHesperideClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_n_hesperide_Mace_xpack3,,mi_n_hesperide_Mace_xpack3,
records\xpack3\items\equipmentweapon\shield\mi_n_hesperide.dbr,x3tagMIHesperideShield,True,False,True,,Shield,WeaponArmor_Shield,xpack3,mi_n_hesperide_Shield_xpack3,,mi_n_hesperide_Shield_xpack3,
records\xpack3\items\equipmentweapon\sword\mi_n_hesperide.dbr,x3tagMIHesperideSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_n_hesperide_Sword_xpack3,,mi_n_hesperide_Sword_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_hesperide_fire.dbr,x3tagMIHesperideStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_hesperide_fire_Staff_xpack3,,mi_n_hesperide_fire_Staff_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_hesperide_frost.dbr,x3tagMIHesperideStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_hesperide_frost_Staff_xpack3,,mi_n_hesperide_frost_Staff_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_hesperide_lightning.dbr,x3tagMIHesperideStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_hesperide_lightning_Staff_xpack3,,mi_n_hesperide_lightning_Staff_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_monkeymanmage.dbr,x3tagMILibyanSatyrArmsCaster,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_monkeymanmage_Armbands_xpack3,,mi_n_monkeymanmage_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\mi_n_monkeymanmage.dbr,x3tagMILibyanSatyrLegsCaster,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_monkeymanmage_Greaves_xpack3,,mi_n_monkeymanmage_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\mi_n_monkeymanmage.dbr,x3tagMILibyanSatyrHeadCaster,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_n_monkeymanmage_Helm_xpack3,,mi_n_monkeymanmage_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_monkeymanmage.dbr,x3tagMILibyanSatyrTorsoCaster,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_monkeymanmage_Armor_xpack3,,mi_n_monkeymanmage_Armor_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_monkeymanmelee.dbr,x3tagMILibyanSatyrArms,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_monkeymanmelee_Armbands_xpack3,,mi_n_monkeymanmelee_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\mi_n_monkeymanmelee.dbr,x3tagMILibyanSatyrLegs,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_monkeymanmelee_Greaves_xpack3,,mi_n_monkeymanmelee_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\mi_n_monkeymanmelee.dbr,x3tagMILibyanSatyrHead,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_n_monkeymanmelee_Helm_xpack3,,mi_n_monkeymanmelee_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_monkeymanmelee.dbr,x3tagMILibyanSatyrTorso,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_monkeymanmelee_Armor_xpack3,,mi_n_monkeymanmelee_Armor_xpack3,
records\xpack3\items\equipmentweapon\1hranged\mi_n_monkeyman.dbr,x3tagMILibyanSatyr1HR,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,mi_n_monkeyman_Thrown_xpack3,,mi_n_monkeyman_Thrown_xpack3,
records\xpack3\items\equipmentweapon\axe\mi_n_monkeyman.dbr,x3tagMILibyanSatyrAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_n_monkeyman_Axe_xpack3,,mi_n_monkeyman_Axe_xpack3,
records\xpack3\items\equipmentweapon\club\mi_n_monkeyman.dbr,x3tagMILibyanSatyrClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_n_monkeyman_Mace_xpack3,,mi_n_monkeyman_Mace_xpack3,
records\xpack3\items\equipmentweapon\shield\mi_n_monkeyman.dbr,x3tagMILibyanSatyrShield,True,False,True,"Mountain King, Aegipan Hero",Shield,WeaponArmor_Shield,xpack3,mi_n_monkeyman_Shield_xpack3,,mi_n_monkeyman_Shield_xpack3,
records\xpack3\items\equipmentweapon\spear\mi_n_monkeyman.dbr,x3tagMILibyanSatyrSpear,True,False,True,,Spear,WeaponHunting_Spear,xpack3,mi_n_monkeyman_Spear_xpack3,,mi_n_monkeyman_Spear_xpack3,
records\xpack3\items\equipmentweapon\sword\mi_n_monkeyman.dbr,x3tagMILibyanSatyrSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_n_monkeyman_Sword_xpack3,,mi_n_monkeyman_Sword_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_monkeyman_fire.dbr,x3tagMILibyanSatyrStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_monkeyman_fire_Staff_xpack3,,mi_n_monkeyman_fire_Staff_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_monkeyman_frost.dbr,x3tagMILibyanSatyrStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_monkeyman_frost_Staff_xpack3,,mi_n_monkeyman_frost_Staff_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_monkeyman_lightning.dbr,x3tagMILibyanSatyrStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_monkeyman_lightning_Staff_xpack3,,mi_n_monkeyman_lightning_Staff_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_potamoimagemage.dbr,x3tagMIPotamoiMageArmsCaster,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_potamoimagemage_Armbands_xpack3,,mi_n_potamoimagemage_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\mi_n_potamoimagemage.dbr,x3tagMIPotamoiMageLegsCaster,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_potamoimagemage_Greaves_xpack3,,mi_n_potamoimagemage_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\mi_n_potamoimagemage.dbr,x3tagMIPotamoiMageHeadCaster,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_n_potamoimagemage_Helm_xpack3,,mi_n_potamoimagemage_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_potamoimagemage.dbr,x3tagMIPotamoiMageTorsoCaster,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_potamoimagemage_Armor_xpack3,,mi_n_potamoimagemage_Armor_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorArms,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_potamoiwarriormelee_Armbands_xpack3,,mi_n_potamoiwarriormelee_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\mi_n_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorLegs,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_potamoiwarriormelee_Greaves_xpack3,,mi_n_potamoiwarriormelee_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\mi_n_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorHead,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_n_potamoiwarriormelee_Helm_xpack3,,mi_n_potamoiwarriormelee_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorTorso,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_potamoiwarriormelee_Armor_xpack3,,mi_n_potamoiwarriormelee_Armor_xpack3,
records\xpack3\items\equipmentweapon\1hranged\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarrior1HR,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,mi_n_potamoiwarrior_Thrown_xpack3,,mi_n_potamoiwarrior_Thrown_xpack3,
records\xpack3\items\equipmentweapon\axe\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_n_potamoiwarrior_Axe_xpack3,,mi_n_potamoiwarrior_Axe_xpack3,
records\xpack3\items\equipmentweapon\club\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_n_potamoiwarrior_Mace_xpack3,,mi_n_potamoiwarrior_Mace_xpack3,
records\xpack3\items\equipmentweapon\shield\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorShield,True,False,True,,Shield,WeaponArmor_Shield,xpack3,mi_n_potamoiwarrior_Shield_xpack3,,mi_n_potamoiwarrior_Shield_xpack3,
records\xpack3\items\equipmentweapon\spear\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorSpear,True,False,True,,Spear,WeaponHunting_Spear,xpack3,mi_n_potamoiwarrior_Spear_xpack3,,mi_n_potamoiwarrior_Spear_xpack3,
records\xpack3\items\equipmentweapon\sword\mi_n_potamoiwarrior.dbr,x3tagMIPotamoiWarriorSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_n_potamoiwarrior_Sword_xpack3,,mi_n_potamoiwarrior_Sword_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_serpentoidmage.dbr,x3tagMISerpentoidArmsCaster,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_serpentoidmage_Armbands_xpack3,,mi_n_serpentoidmage_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\mi_n_serpentoidmage.dbr,x3tagMISerpentoidLegsCaster,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_serpentoidmage_Greaves_xpack3,,mi_n_serpentoidmage_Greaves_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_serpentoidmage.dbr,x3tagMISerpentoidTorsoCaster,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_serpentoidmage_Armor_xpack3,,mi_n_serpentoidmage_Armor_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_serpentoidmelee.dbr,x3tagMISerpentoidArms,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_serpentoidmelee_Armbands_xpack3,,mi_n_serpentoidmelee_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\mi_n_serpentoidmelee.dbr,x3tagMISerpentoidLegs,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_serpentoidmelee_Greaves_xpack3,,mi_n_serpentoidmelee_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\mi_n_serpentoidmelee.dbr,x3tagMISerpentoidHead,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_n_serpentoidmelee_Helm_xpack3,,mi_n_serpentoidmelee_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_serpentoidmelee.dbr,x3tagMISerpentoidTorso,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_serpentoidmelee_Armor_xpack3,,mi_n_serpentoidmelee_Armor_xpack3,
records\xpack3\items\equipmentweapon\axe\mi_n_serpentoid.dbr,x3tagMISerpentoidAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_n_serpentoid_Axe_xpack3,,mi_n_serpentoid_Axe_xpack3,
records\xpack3\items\equipmentweapon\club\mi_n_serpentoid.dbr,x3tagMISerpentoidClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_n_serpentoid_Mace_xpack3,,mi_n_serpentoid_Mace_xpack3,
records\xpack3\items\equipmentweapon\shield\mi_n_serpentoid.dbr,x3tagMISerpentoidShield,True,False,True,,Shield,WeaponArmor_Shield,xpack3,mi_n_serpentoid_Shield_xpack3,,mi_n_serpentoid_Shield_xpack3,
records\xpack3\items\equipmentweapon\spear\mi_n_serpentoid.dbr,x3tagMISerpentoidSpear,True,False,True,,Spear,WeaponHunting_Spear,xpack3,mi_n_serpentoid_Spear_xpack3,,mi_n_serpentoid_Spear_xpack3,
records\xpack3\items\equipmentweapon\sword\mi_n_serpentoid.dbr,x3tagMISerpentoidSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_n_serpentoid_Sword_xpack3,,mi_n_serpentoid_Sword_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_serpentoid_fire.dbr,x3tagMISerpentoidStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_serpentoid_fire_Staff_xpack3,,mi_n_serpentoid_fire_Staff_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_serpentoid_frost.dbr,x3tagMISerpentoidStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_serpentoid_frost_Staff_xpack3,,mi_n_serpentoid_frost_Staff_xpack3,
records\xpack3\items\equipmentweapon\staff\mi_n_serpentoid_lightning.dbr,x3tagMISerpentoidStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_n_serpentoid_lightning_Staff_xpack3,,mi_n_serpentoid_lightning_Staff_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_tritonwarriormelee.dbr,x3tagMITritonWarriorArms,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_tritonwarriormelee_Armbands_xpack3,,mi_n_tritonwarriormelee_Armbands_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_tritonwarriormelee.dbr,x3tagMITritonWarriorTorso,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_tritonwarriormelee_Armor_xpack3,,mi_n_tritonwarriormelee_Armor_xpack3,
records\xpack3\items\equipmentarmor\armband\mi_n_tritonwitchmage.dbr,x3tagMITritonWitchArmsCaster,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_n_tritonwitchmage_Armbands_xpack3,,mi_n_tritonwitchmage_Armbands_xpack3,
records\xpack3\items\equipmentarmor\helm\mi_n_tritonwitchmage.dbr,x3tagMITritonWitchHeadCaster,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_n_tritonwitchmage_Helm_xpack3,,mi_n_tritonwitchmage_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\mi_n_tritonwitchmage.dbr,x3tagMITritonWitchTorsoCaster,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_n_tritonwitchmage_Armor_xpack3,,mi_n_tritonwitchmage_Armor_xpack3,
records\xpack3\items\equipmentweapon\axe\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_n_tritonwarrior_Axe_xpack3,,mi_n_tritonwarrior_Axe_xpack3,
records\xpack3\items\equipmentweapon\club\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_n_tritonwarrior_Mace_xpack3,,mi_n_tritonwarrior_Mace_xpack3,
records\xpack3\items\equipmentweapon\shield\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorShield,True,False,True,,Shield,WeaponArmor_Shield,xpack3,mi_n_tritonwarrior_Shield_xpack3,,mi_n_tritonwarrior_Shield_xpack3,
records\xpack3\items\equipmentweapon\spear\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorSpear,True,False,True,,Spear,WeaponHunting_Spear,xpack3,mi_n_tritonwarrior_Spear_xpack3,,mi_n_tritonwarrior_Spear_xpack3,
records\xpack3\items\equipmentweapon\sword\mi_n_tritonwarrior.dbr,x3tagMITritonWarriorSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_n_tritonwarrior_Sword_xpack3,,mi_n_tritonwarrior_Sword_xpack3,
records\item\equipmentshield\mi_e_arachnos.dbr,tagMIWeapon001,False,False,False,"All Arachnos, @act01$",Shield,WeaponArmor_Shield,Original,mi_e_arachnos_Shield_Original,Deathweaver's Shield,Deathweavers_Shield_0,
records\item\equipmentarmor\mi_e_arachnos.dbr,tagMIArmor050,False,False,False,"All Arachnos, @act01$",Armor,ArmorProtective_UpperBody,Original,mi_e_arachnos_Armor_Original,Deathweaver's Chitin,Deathweavers_Chitin_1,
records\item\equipmentweapon\sword\mi_e_arachnos.dbr,tagMIWeapon016,False,False,False,"All Arachnos, @act01$",Sword,WeaponMelee_Sword,Original,mi_e_arachnos_Sword_Original,Deathweaver's Legtip,Deathweavers_Legtip_2,
records\item\equipmenthelm\mi_e_arachnos.dbr,tagMIArmor033,False,False,False,"All Arachnos, @act01$",Helm,ArmorProtective_Head,Original,mi_e_arachnos_Helm_Original,Deathweaver's Helmet,Deathweavers_Helmet_1,
records\item\equipmentarmband\mi_e_arachnos.dbr,tagMIArmor001,False,False,False,"All Arachnos, @act01$",Armbands,ArmorProtective_Forearm,Original,mi_e_arachnos_Armbands_Original,Deathweaver's Armplates,Deathweavers_Armplates_2,
records\item\equipmentarmband\mi_e_bandari.dbr,tagMIArmor002,False,False,False,"Bandari, Palace of Chang'an, @act03$",Armbands,ArmorProtective_Forearm,Original,mi_e_bandari_Armbands_Original,Bandari's Bracers,Bandaris_Bracers_2,
records\item\equipmenthelm\mi_e_bandari.dbr,tagMIArmor034,False,False,False,"Bandari, Palace of Chang'an, @act03$",Helm,ArmorProtective_Head,Original,mi_e_bandari_Helm_Original,Bandari's Helm,Bandaris_Helm_0,
records\item\equipmentgreaves\mi_e_bandari.dbr,tagMIArmor022,False,False,False,"Bandari, Palace of Chang'an, @act03$",Greaves,ArmorProtective_LowerBody,Original,mi_e_bandari_Greaves_Original,Bandari's Greaves,Bandaris_Greaves_1,
records\item\equipmentarmor\mi_e_bandari.dbr,tagMIArmor051,False,False,False,"Bandari, Palace of Chang'an, @act03$",Armor,ArmorProtective_UpperBody,Original,mi_e_bandari_Armor_Original,Bandari's Corselet,Bandaris_Corselet_0,
records\item\equipmentarmor\mi_e_boarman.dbr,tagMIArmor052,False,False,False,"All Boarmen, @act01$",Armor,ArmorProtective_UpperBody,Original,mi_e_boarman_Armor_Original,Enforcer's Cuirass,Enforcers_Cuirass_1,
records\item\equipmentarmband\mi_e_boarman.dbr,tagMIArmor081,False,False,False,"All Boarmen, @act01$",Armbands,ArmorProtective_Forearm,Original,mi_e_boarman_Armbands_Original,Enforcer's Bracer,Enforcers_Bracer_0,
records\item\equipmenthelm\mi_e_centaur.dbr,tagMIArmor035,False,False,False,"Elder, Patriarch, @act01$",Helm,ArmorProtective_Head,Original,mi_e_centaur_Helm_Original,,mi_e_centaur_Helm_Original,
records\item\equipmentshield\mi_e_centaur.dbr,tagMIWeapon002,False,False,False,"Elder, Patriarch, Marauder, Nessus, @act01$",Shield,WeaponArmor_Shield,Original,mi_e_centaur_Shield_Original,Outrider's Buckler,Outriders_Buckler_2,
records\item\equipmentarmor\mi_e_centaur.dbr,tagMIArmor053,False,False,False,"All Centaurs, @act01$",Armor,ArmorProtective_UpperBody,Original,mi_e_centaur_Armor_Original,,mi_e_centaur_Armor_Original,
records\item\equipmentweapon\spear\mi_e_centaurtrapper.dbr,tagMIWeapon013,False,False,False,"Trapper; Heroes: Mulgor Flamespear, Sergos Longstride, @act01$",Spear,WeaponHunting_Spear,Original,mi_e_centaurtrapper_Spear_Original,Trapper's Spear,Trappers_Spear_2,
records\item\equipmentweapon\club\mi_e_cyclops.dbr,tagMIWeapon010,False,False,False,"Polyphemus, Cyclops' Lair, @act01$",Mace,WeaponMelee_Mace,Original,mi_e_cyclops_Mace_Original,Polyphemus' Tenderizer,Polyphemus_Tenderizer_0,
records\item\equipmenthelm\mi_e_deserthag.dbr,tagMIArmor079,False,False,False,"All Desert Hags, @act02$",Helm,ArmorProtective_Head,Original,mi_e_deserthag_Helm_Original,Deathwing Helmet,Deathwing_Helmet_1,
records\item\equipmentarmband\mi_e_djinn.dbr,tagMIArmor003,False,False,False,"All Djinns, @act03$",Armbands,ArmorProtective_Forearm,Original,mi_e_djinn_Armbands_Original,Djinn's Shackles,Djinns_Shackles_1,
records\item\equipmentweapon\axe\mi_e_dragonian.dbr,tagMIWeapon004,False,False,False,"Headhunter, Ravager, @act03$",Axe,WeaponMelee_Axe,Original,mi_e_dragonian_Axe_Original,Head Hunter's Axe,Head_Hunters_Axe_1,
records\item\equipmentarmor\mi_e_dragonian.dbr,tagMIArmor054,False,False,False,"All Dragonians except mages, @act03$",Armor,ArmorProtective_UpperBody,Original,mi_e_dragonian_Armor_Original,Razorback Harness,Razorback_Harness_1,
records\item\equipmentweapon\bow\mi_e_duneraider.dbr,tagMIWeapon008,False,False,False,"All Pillagers, Iznu, @act02$",Bow,WeaponHunting_Bow,Original,mi_e_duneraider_Bow_Original,Eldritch's Bow,Eldritchs_Bow_2,
records\xpack2\item\equipmentweapons\1hranged\mi_e_duneraider.dbr,x2tagMIWeapon025,True,True,False,,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_e_duneraider_Thrown_xpack2,Dune Raider Knives,Dune_Raider_Knives_2,
records\item\equipmentarmband\mi_e_duneraider.dbr,tagMIArmor004,False,False,False,"All Assassins, all Marauders; Heroes: Badru, Najja, Faceless One, @act02$",Armbands,ArmorProtective_Forearm,Original,mi_e_duneraider_Armbands_Original,Windswept Bracers,Windswept_Bracers_1,
records\item\equipmentarmor\mi_e_duneraider.dbr,tagMIArmor055,False,False,False,"All Assassins; Heroes: Badru, Najja, Faceless One, @act02$",Armor,ArmorProtective_UpperBody,Original,mi_e_duneraider_Armor_Original,Windswept Harness,Windswept_Harness_2,
