id,dbr,isit,find
xtagUWeapon011,xpack\item\equipmentweapons\shield\z_santa01.dbr,true,@act05$
xtagUArmor069,xpack\item\equipmentarmor\armband\us_e_004.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor097,xpack\item\equipmentarmor\greaves\us_e_004.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor121,xpack\item\equipmentarmor\helm\us_e_004.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor043,xpack\item\equipmentarmor\torso\us_e_004.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUWeapon097,xpack\item\equipmentweapons\sword\us_e_004.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor072,xpack\item\equipmentarmor\armband\us_e_005.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor010,xpack\item\equipmentarmor\ring\us_e_005.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUWeapon039,xpack\item\equipmentweapons\bow\us_e_005.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor132,xpack\item\equipmentarmor\helm\z_cowboy01.dbr,true,@act05$
xtagUArmor107,xpack\item\equipmentarmor\greaves\z_cowboy01.dbr,true,@act05$
xtagUArmor075,xpack\item\equipmentarmor\armband\usm_n_001.dbr,true,@level04$: @act04$
xtagUArmor103,xpack\item\equipmentarmor\greaves\usm_n_001.dbr,true,@level04$: @act04$
xtagUArmor128,xpack\item\equipmentarmor\helm\usm_n_001.dbr,true,@level04$: @act04$
xtagUArmor050,xpack\item\equipmentarmor\torso\usm_n_001.dbr,true,@level04$: @act04$
xtagUWeapon083,xpack\item\equipmentweapons\staff\usm_n_001.dbr,true,@level04$: @act04$
tagUArmor122,item\equipmentarmband\us_l_abyssalarmor.dbr,false,@level06$: @amount07$
tagUArmor377,item\equipmentarmor\us_l_abyssalarmor.dbr,false,@level06$: @amount07$
tagUArmor164,item\equipmentgreaves\us_l_abyssalarmor.dbr,false,@level06$: @amount07$
tagUWeapon065,item\equipmentshield\us_l_abyssalarmor.dbr,false,@level06$: @amount07$
tagUArmor108,item\equipmentarmband\us_l_alexander'spanoply.dbr,false,@level06$: @amount07$
tagUArmor362,item\equipmentarmor\us_l_alexander'spanoply.dbr,false,@level06$: @amount07$
tagUArmor151,item\equipmentgreaves\us_l_alexander'spanoply.dbr,false,@level06$: @amount07$
tagUArmor216,item\equipmenthelm\us_l_alexander'spanoply.dbr,false,@level06$: @amount07$
tagUWeapon061,item\equipmentshield\us_l_alexander'spanoply.dbr,false,@level06$: @amount07$
tagUWeapon236,item\equipmentweapon\spear\us_l_alexander'spanoply.dbr,false,@level06$: @amount07$
tagUArmor067,item\equipmentarmband\usm_l_archmage'sregalia.dbr,false,@level06$: @amount07$
tagUArmor400,item\equipmentarmor\usm_l_archmage'sregalia.dbr,false,@level06$: @amount07$
tagUArmor184,item\equipmentgreaves\usm_l_archmage'sregalia.dbr,false,@level06$: @amount07$
tagUArmor252,item\equipmenthelm\usm_l_archmage'sregalia.dbr,false,@level06$: @amount07$
tagUArmor124,item\equipmentarmband\us_l_assassin'scover.dbr,false,@level06$: @amount07$
tagUArmor379,item\equipmentarmor\us_l_assassin'scover.dbr,false,@level06$: @amount07$
tagUArmor166,item\equipmentgreaves\us_l_assassin'scover.dbr,false,@level06$: @amount07$
tagUArmor231,item\equipmenthelm\us_l_assassin'scover.dbr,false,@level06$: @amount07$
tagUWeapon107,item\equipmentweapon\axe\us_l_baneofmessia01.dbr,false,@level06$: @amount07$
tagUWeapon108,item\equipmentweapon\axe\us_l_baneofmessia02.dbr,false,@level06$: @amount07$
tagUArmor112,item\equipmentarmband\us_e_bonearmor.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor367,item\equipmentarmor\us_e_bonearmor.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor155,item\equipmentgreaves\us_e_bonearmor.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor220,item\equipmenthelm\us_e_bonearmor.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor125,item\equipmentarmband\us_l_childrenofares.dbr,false,@level06$: @amount07$
tagUWeapon066,item\equipmentshield\us_l_childrenofares.dbr,false,@level06$: @amount07$
tagUWeapon321,item\equipmentweapon\sword\us_l_childrenofares.dbr,false,@level06$: @amount07$
tagUArmor126,item\equipmentarmband\us_l_conqueror'spanoply.dbr,false,@level06$: @amount07$
tagUArmor380,item\equipmentarmor\us_l_conqueror'spanoply.dbr,false,@level06$: @amount07$
tagUArmor167,item\equipmentgreaves\us_l_conqueror'spanoply.dbr,false,@level06$: @amount07$
tagUArmor232,item\equipmenthelm\us_l_conqueror'spanoply.dbr,false,@level06$: @amount07$
tagUArmor113,item\equipmentarmband\us_e_crystallinearray.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor368,item\equipmentarmor\us_e_crystallinearray.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor156,item\equipmentgreaves\us_e_crystallinearray.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor221,item\equipmenthelm\us_e_crystallinearray.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUWeapon319,item\equipmentweapon\sword\us_e_crystallinearray.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor409,item\equipmentarmband\us_l_eternalwardoftartarus.dbr,false,@level06$: @amount07$
tagUArmor407,item\equipmentarmor\us_l_eternalwardoftartarus.dbr,false,@level06$: @amount07$
tagUArmor410,item\equipmentgreaves\us_l_eternalwardoftartarus.dbr,false,@level06$: @amount07$
tagUArmor408,item\equipmenthelm\us_l_eternalwardoftartarus.dbr,false,@level06$: @amount07$
tagUArmor032,item\equipmentring\us_e_gladiator'screed01.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor033,item\equipmentring\us_e_gladiator'screed02.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor127,item\equipmentarmband\us_l_huoqubing'srelics.dbr,false,@level06$: @act03$
tagUArmor381,item\equipmentarmor\us_l_huoqubing'srelics.dbr,false,@level06$: @act03$
tagUArmor168,item\equipmentgreaves\us_l_huoqubing'srelics.dbr,false,@level06$: @act03$
tagUArmor233,item\equipmenthelm\us_l_huoqubing'srelics.dbr,false,@level06$: @act03$
tagUWeapon322,item\equipmentweapon\sword\us_l_huoqubing'srelics.dbr,false,@level06$: @act03$
tagUArmor128,item\equipmentarmband\us_l_nemeanlionhide.dbr,false,@level06$: @amount07$
tagUArmor383,item\equipmentarmor\us_l_nemeanlionhide.dbr,false,@level06$: @amount07$
tagUArmor170,item\equipmentgreaves\us_l_neameanlionhide.dbr,false,@level06$: @amount07$
tagUArmor235,item\equipmenthelm\us_l_nemeanlionhide.dbr,false,@level06$: @amount07$
tagUArmor129,item\equipmentarmband\us_l_tracker'sarmor.dbr,false,@level06$: @amount07$
tagUArmor384,item\equipmentarmor\us_l_tracker'sarmor.dbr,false,@level06$: @amount07$
tagUArmor171,item\equipmentgreaves\us_l_tracker'sarmor.dbr,false,@level06$: @amount07$
tagUArmor236,item\equipmenthelm\us_l_tracker'sarmor.dbr,false,@level06$: @amount07$
tagUArmor119,item\equipmentarmband\usm_e_vestmentsofthebattlemage.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor399,item\equipmentarmor\usm_e_vestmentsofthebattlemage.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor183,item\equipmentgreaves\usm_e_vestmentsofthebattlemage.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor251,item\equipmenthelm\usm_e_vestmentsofthebattlemage.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
xtagUWeapon010,xpack\item\equipmentweapons\shield\z_france01.dbr,true,via Unlock Code
xtagUWeapon024,xpack\item\equipmentweapons\axe\z_france01.dbr,true,via Unlock Code
xtagUWeapon055,xpack\item\equipmentweapons\club\z_germany01.dbr,true,via Unlock Code
xtagUWeapon009,xpack\item\equipmentweapons\shield\z_germany01.dbr,true,via Unlock Code
xtagUArmor100,xpack\item\equipmentarmor\greaves\us_l_002.dbr,true,@level06$: @act04$
xtagUArmor125,xpack\item\equipmentarmor\helm\us_l_002.dbr,true,@level06$: @act04$
xtagUArmor047,xpack\item\equipmentarmor\torso\us_l_002.dbr,true,@level06$: @act04$
xtagUWeapon068,xpack\item\equipmentweapons\spear\us_l_002.dbr,true,@level06$: @act04$
xtagUArmor068,xpack\item\equipmentarmor\armband\us_l_001.dbr,true,@level06$: @act04$
xtagUArmor096,xpack\item\equipmentarmor\greaves\us_l_001.dbr,true,@level06$: @act04$
xtagUArmor120,xpack\item\equipmentarmor\helm\us_l_001.dbr,true,@level06$: @act04$
xtagUArmor042,xpack\item\equipmentarmor\torso\us_l_001.dbr,true,@level06$: @act04$
xtagUWeapon052,xpack\item\equipmentweapons\club\us_l_001.dbr,true,@level06$: @act04$
xtagUWeapon006,xpack\item\equipmentweapons\shield\us_l_001.dbr,true,@level06$: @act04$
xtagUWeapon008,xpack\item\equipmentweapons\shield\us_e_003.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUWeapon098,xpack\item\equipmentweapons\sword\us_e_003.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUWeapon057,xpack\item\equipmentweapons\club\z_us01.dbr,true,via Unlock Code
xtagUArmor079,xpack\item\equipmentarmor\armband\z_us01.dbr,true,via Unlock Code
xtagUArmor054,xpack\item\equipmentarmor\torso\z_us01.dbr,true,via Unlock Code
xtagUArmor073,xpack\item\equipmentarmor\armband\usm_l_001.dbr,true,@level06$: @act04$
xtagUArmor101,xpack\item\equipmentarmor\greaves\usm_l_001.dbr,true,@level06$: @act04$
xtagUArmor048,xpack\item\equipmentarmor\torso\usm_l_001.dbr,true,@level06$: @act04$
xtagUArmor126,xpack\item\equipmentarmor\helm\usm_l_001.dbr,true,@level06$: @act04$
xtagUArmor025,xpack\item\equipmentarmor\amulet\usm_l_001.dbr,true,@level06$: @act04$
xtagUArmor076,xpack\item\equipmentarmor\armband\usm_l_002.dbr,true,@level06$: @act04$
xtagUArmor129,xpack\item\equipmentarmor\helm\usm_l_002.dbr,true,@level06$: @act04$
xtagUArmor051,xpack\item\equipmentarmor\torso\usm_l_002.dbr,true,@level06$: @act04$
xtagUArmor104,xpack\item\equipmentarmor\greaves\usm_l_002.dbr,true,@level06$: @act04$
xtagUWeapon084,xpack\item\equipmentweapons\staff\usm_l_002.dbr,true,@level06$: @act04$
xtagUArmor077,xpack\item\equipmentarmor\armband\z_asia01.dbr,true,via Unlock Code
xtagUArmor052,xpack\item\equipmentarmor\torso\z_asia01.dbr,true,via Unlock Code
xtagUArmor105,xpack\item\equipmentarmor\greaves\z_asia01.dbr,true,via Unlock Code
xtagUArmor130,xpack\item\equipmentarmor\helm\z_asia01.dbr,true,via Unlock Code
xtagUWeapon101,xpack\item\equipmentweapons\sword\z_asia01a.dbr,true,via Unlock Code
xtagUWeapon102,xpack\item\equipmentweapons\sword\z_asia01b.dbr,true,via Unlock Code
tagUArmor072,item\equipmentamulet\u_e_amaranthine.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor075,item\equipmentamulet\u_e_crystaltotem.dbr,false,@level05$: @act02$
tagUArmor096,item\equipmentamulet\u_n_electrumcharm.dbr,false,@level04$: @act02$
tagUArmor097,item\equipmentamulet\u_n_frostmoon.dbr,false,@level04$: @act01$
tagUArmor077,item\equipmentamulet\u_e_frostshieldtalisman.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor098,item\equipmentamulet\u_n_jadetotem.dbr,false,@level04$: @act03$
tagUArmor099,item\equipmentamulet\u_n_ladyy-ab'sscarab.dbr,false,@level04$: @act02$
tagUArmor078,item\equipmentamulet\u_e_lodestone.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor100,item\equipmentamulet\u_n_lotusblossom.dbr,false,@level04$: @act03$
tagUArmor101,item\equipmentamulet\u_n_moonclaw.dbr,false,@level04$: @act01$
tagUArmor102,item\equipmentamulet\u_n_paean.dbr,false,@level04$: @act01$
tagUArmor080,item\equipmentamulet\u_e_prokopios.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor081,item\equipmentamulet\u_e_ptolemy'sinsight.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor082,item\equipmentamulet\u_e_pythagorianmedallion.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor083,item\equipmentamulet\u_e_serenity.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor103,item\equipmentamulet\u_n_shardoftheelements.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor084,item\equipmentamulet\u_e_shiftingbeads.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor085,item\equipmentamulet\u_e_songofthesiren.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor086,item\equipmentamulet\u_e_tibetannecklace.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor087,item\equipmentamulet\u_e_tundritecharm.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor088,item\equipmentamulet\u_e_tyrvidar'smight.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor104,item\equipmentamulet\u_n_venomheart.dbr,false,"@level04$: @act02$, @act03$, @act04$"
tagUArmor105,item\equipmentamulet\u_n_wellspring.dbr,false,@level04$: @act01$
xtagUArmor016,xpack\item\equipmentarmor\amulet\u_n_001.dbr,true,@level04$: @act04$
xtagUArmor017,xpack\item\equipmentarmor\amulet\u_n_002.dbr,true,@level04$: @act04$
xtagUArmor018,xpack\item\equipmentarmor\amulet\u_n_003.dbr,true,@level04$: @act04$
tagUArmor356,item\equipmentarmor\um_n_archon'schiton.dbr,false,@level04$: @act01$
tagUArmor280,item\equipmentarmor\u_e_armorofkhephuris.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor255,item\equipmentarmor\u_e_armoroftheburningblade.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor308,item\equipmentarmor\um_n_augur'sdrape.dbr,false,@level04$: @act01$
tagUArmor309,item\equipmentarmor\u_n_bandedplateofvereite.dbr,false,@level04$: @act02$
tagUArmor357,item\equipmentarmor\um_n_ben'haamon'skilt.dbr,false,@level04$: @act02$
tagUArmor256,item\equipmentarmor\u_e_blackguard.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor310,item\equipmentarmor\u_n_bladeflinger'sarmor.dbr,false,@level04$: @act01$
tagUArmor311,item\equipmentarmor\u_n_bramblesheathvest.dbr,false,@level04$: @act01$
tagUArmor257,item\equipmentarmor\u_e_breastplateofxanthus.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor258,item\equipmentarmor\u_e_brinne'sredemption.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor312,item\equipmentarmor\u_n_charioteer'squiver.dbr,false,@level04$: @act02$
tagUArmor260,item\equipmentarmor\u_e_chu'squiver.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor314,item\equipmentarmor\u_n_coverofnight.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor284,item\equipmentarmor\u_e_cuirassofretribution.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor315,item\equipmentarmor\u_n_daevos'cuirass.dbr,false,@level04$: @act01$
tagUArmor262,item\equipmentarmor\u_e_do-maru.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor342,item\equipmentarmor\um_n_ephor's garb.dbr,false,@level04$: @act01$
tagUArmor317,item\equipmentarmor\um_n_fireblossom.dbr,false,@level04$: @act03$
tagUArmor316,item\equipmentarmor\u_n_flameskin.dbr,false,@level04$: @act03$
tagUArmor264,item\equipmentarmor\um_e_galesong.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor318,item\equipmentarmor\u_n_galioncuirass.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor265,item\equipmentarmor\u_e_gildanthar.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor319,item\equipmentarmor\u_n_glaevin'sbreastplate.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor320,item\equipmentarmor\u_n_harnessofcommand.dbr,false,@level04$: @act01$
tagUArmor321,item\equipmentarmor\u_n_heartofthemountain.dbr,false,@level04$: @act01$
tagUArmor322,item\equipmentarmor\u_n_huoquiaoarmor.dbr,false,@level04$: @act03$
tagUArmor323,item\equipmentarmor\u_n_hyperiancuirass.dbr,false,@level04$: @act01$
tagUArmor324,item\equipmentarmor\u_n_ironskinsuit.dbr,false,@level04$: @act01$
tagUArmor267,item\equipmentarmor\u_e_kherhebvestment.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor269,item\equipmentarmor\u_e_lifeshroud.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor325,item\equipmentarmor\u_n_lorencuirass.dbr,false,@level04$: @act03$
tagUArmor270,item\equipmentarmor\u_e_magma.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor313,item\equipmentarmor\u_n_mantleofevisceration.dbr,false,@level04$: @act02$
tagUArmor333,item\equipmentarmor\u_n_mantleofpanacea.dbr,false,@level04$: @act02$
tagUArmor326,item\equipmentarmor\u_n_maron'sgarment.dbr,false,@level04$: @act01$
tagUArmor359,item\equipmentarmor\um_n_mirage.dbr,false,@level04$: @act02$
tagUArmor327,item\equipmentarmor\u_n_nomadsbodywrap.dbr,false,@level04$: @act02$
tagUArmor328,item\equipmentarmor\u_n_oedipus'armor.dbr,false,@level04$: @act01$
tagUArmor329,item\equipmentarmor\u_n_outlaw'ssash.dbr,false,"@level04$: @act02$, @act03$, @act04$"
tagUArmor330,item\equipmentarmor\um_n_physician'srobe.dbr,false,"@level04$: @act02$, @act03$, @act04$"
tagUArmor361,item\equipmentarmor\um_n_pioussash.dbr,false,"@level04$: @act01$, @act02$"
tagUArmor343,item\equipmentarmor\um_e_pythia'svestment.dbr,false,@level05$: @act01$
tagUArmor278,item\equipmentarmor\u_e_reizarf'naicuirass.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor331,item\equipmentarmor\u_n_renlei'spride.dbr,false,@level04$: @act03$
tagUArmor358,item\equipmentarmor\um_e_robesofcalchas.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor332,item\equipmentarmor\u_n_sandstalkerarmor.dbr,false,@level04$: @act02$
tagUArmor346,item\equipmentarmor\um_e_sheido'srobesofinsight.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor281,item\equipmentarmor\u_e_snakeskinwrap.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor282,item\equipmentarmor\u_e_somatophylakesplate.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor283,item\equipmentarmor\u_e_soulshieldchiton.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor334,item\equipmentarmor\u_n_spearman'ssilk.dbr,false,@level04$: @act03$
tagUArmor286,item\equipmentarmor\u_e_takeshi's kimono.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor287,item\equipmentarmor\u_e_terraguard.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor335,item\equipmentarmor\u_n_thejackel'sfesteringgarb.dbr,false,@level04$: @act02$
tagUArmor274,item\equipmentarmor\u_e_thraciancuirass.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor336,item\equipmentarmor\u_n_tricksterstunic.dbr,false,@level04$: @act02$
tagUArmor337,item\equipmentarmor\u_n_tunicofthesilverbow.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor289,item\equipmentarmor\u_e_tylderonsbreastplate.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor338,item\equipmentarmor\um_n_vestofthewanderinggoat.dbr,false,@level04$: @act03$
tagUArmor290,item\equipmentarmor\u_e_vestmentofbewilderment.dbr,false,@level05$: @act03$
tagUArmor347,item\equipmentarmor\um_e_vestmentofthemalignspirits.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor339,item\equipmentarmor\u_n_wayfarer'sregalia.dbr,false,@level04$: @act01$
tagUArmor340,item\equipmentarmor\u_n_waylayer'sjerkin.dbr,false,@level04$: @act01$
tagUArmor348,item\equipmentarmor\um_e_ymochelsriddlerobe.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor360,item\equipmentarmor\um_n_yuya'sgarb.dbr,false,@level04$: @act02$
xtagUArmor031,xpack\item\equipmentarmor\torso\u_n_001.dbr,true,@level04$: @act04$
xtagUArmor036,xpack\item\equipmentarmor\torso\um_n_003.dbr,true,@level04$: @act04$
xtagUArmor035,xpack\item\equipmentarmor\torso\um_n_002.dbr,true,@level04$: @act04$
xtagUArmor034,xpack\item\equipmentarmor\torso\um_n_001.dbr,true,@level04$: @act04$
xtagUArmor032,xpack\item\equipmentarmor\torso\u_n_002.dbr,true,@level04$: @act04$
tagUWeapon342,item\equipmentweapon\axe\u_n_adranis.dbr,false,"@level04$: @act03$, @act04$"
tagUWeapon070,item\equipmentweapon\axe\u_e_ageaxe.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon072,item\equipmentweapon\axe\u_e_axeoflesbos.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon094,item\equipmentweapon\axe\u_n_beastrend.dbr,false,"@level04$: @act02$, @act03$, @act04$"
tagUWeapon095,item\equipmentweapon\axe\u_n_braincleave.dbr,false,@level04$: @act01$
tagUWeapon096,item\equipmentweapon\axe\u_n_brigand'saxe.dbr,false,"@level04$: @act02$, @act03$, @act04$"
tagUWeapon097,item\equipmentweapon\axe\u_n_butcher'sbride.dbr,false,@level04$: @act01$
tagUWeapon098,item\equipmentweapon\axe\u_n_chiyou'ssiphon.dbr,false,@level04$: @act03$
tagUWeapon099,item\equipmentweapon\axe\u_n_creepingdeath.dbr,false,"@level04$: @act03$, @act04$"
tagUWeapon073,item\equipmentweapon\axe\u_e_fleshreaver.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUWeapon100,item\equipmentweapon\axe\u_n_frostbite.dbr,false,@level04$: @act01$
tagUWeapon101,item\equipmentweapon\axe\u_n_hairsplitter.dbr,false,@level04$: @act01$
tagUWeapon102,item\equipmentweapon\axe\u_n_havoc.dbr,false,"@level04$: @act03$, @act04$"
tagUWeapon090,item\equipmentweapon\axe\u_e_lypikouri.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUWeapon075,item\equipmentweapon\axe\u_e_megalos.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUWeapon076,item\equipmentweapon\axe\u_e_mesos.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon103,item\equipmentweapon\axe\u_n_mikros.dbr,false,@level04$: @act02$
tagUWeapon077,item\equipmentweapon\axe\u_e_minoanfireaxe.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUWeapon078,item\equipmentweapon\axe\u_e_onager.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUWeapon079,item\equipmentweapon\axe\u_e_pangu'saxe.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUWeapon104,item\equipmentweapon\axe\u_n_ragingbull.dbr,false,"@level04$: @act01$, @act02$"
tagUWeapon105,item\equipmentweapon\axe\u_n_skullcleaver.dbr,false,@level04$: @act02$
tagUWeapon080,item\equipmentweapon\axe\u_e_snowblind.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUWeapon083,item\equipmentweapon\axe\u_e_themonkeyking'sgreed.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUWeapon106,item\equipmentweapon\axe\u_n_thresher.dbr,false,"@level04$: @act01$, @act02$"
tagUWeapon082,item\equipmentweapon\axe\u_e_zaghnal.dbr,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
xtagUWeapon016,xpack\item\equipmentweapons\axe\u_n_001.dbr,true,@level04$: @act04$
xtagUWeapon017,xpack\item\equipmentweapons\axe\u_n_002.dbr,true,@level04$: @act04$
tagUWeapon128,item\equipmentweapon\bow\u_e_barrage.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon112,item\equipmentweapon\bow\u_e_bowofsadjed.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUWeapon143,item\equipmentweapon\bow\u_n_bowofthenile.dbr,false,@level04$: @act02$
tagUWeapon113,item\equipmentweapon\bow\u_n_chillwind.dbr,false,@level04$: @act01$
tagUWeapon140,item\equipmentweapon\bow\u_n_cupid'sbow.dbr,false,"@level04$: @act03$, @act04$"
tagUWeapon141,item\equipmentweapon\bow\u_e_daedalus'dread.dbr,false,"@level05$: @act02$, @act03$, @act04$; @level06$: @act02$"
tagUWeapon115,item\equipmentweapon\bow\u_e_dreadwind.dbr,false,"@level05$: @act01$, @act02$; @level06$: @act01$, @act02$"
tagUWeapon116,item\equipmentweapon\bow\u_e_emperorsgift.dbr,false,"@level05$: @act03$, @act04$; @level06$: @act03$"
tagUWeapon119,item\equipmentweapon\bow\u_e_froststorm.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon142,item\equipmentweapon\bow\u_n_hornsofcyprus.dbr,false,@level04$: @act01$
tagUWeapon120,item\equipmentweapon\bow\u_e_hyksoscompoundbow.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon121,item\equipmentweapon\bow\u_e_iaculus.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon122,item\equipmentweapon\bow\u_e_jeweledbow.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUWeapon118,item\equipmentweapon\bow\u_e_medjaybow.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUWeapon124,item\equipmentweapon\bow\u_e_meriones'bow.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUWeapon144,item\equipmentweapon\bow\u_n_metalpunch.dbr,false,@level04$: @act01$
tagUWeapon117,item\equipmentweapon\bow\u_n_nomad'shuntingbow.dbr,false,@level04$: @act02$
tagUWeapon145,item\equipmentweapon\bow\u_n_rambow.dbr,false,@level04$: @act01$
tagUWeapon146,item\equipmentweapon\bow\u_n_scythiantouch.dbr,false,"@level04$: @act01$, @act02$, @act03$"
tagUWeapon147,item\equipmentweapon\bow\u_n_silentflight.dbr,false,"@level04$: @act03$, @act04$"
tagUWeapon126,item\equipmentweapon\bow\u_e_spectralwarbow.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon148,item\equipmentweapon\bow\u_n_stormstrike.dbr,false,@level04$: @act01$
tagUWeapon127,item\equipmentweapon\bow\u_e_suanmi.dbr,false,"@level05$: @act03$, @act04$; @level06$: @act03$"
tagUWeapon149,item\equipmentweapon\bow\u_n_telliam'swill.dbr,false,@level04$: @act01$
tagUWeapon150,item\equipmentweapon\bow\u_n_tendonripper.dbr,false,"@level04$: @act02$, @act03$, @act04$"
tagUWeapon152,item\equipmentweapon\bow\u_n_turquoisebow.dbr,false,"@level04$: @act01$, @act02$"
xtagUWeapon031,xpack\item\equipmentweapons\bow\u_n_001.dbr,true,@level04$: @act04$
xtagUWeapon033,xpack\item\equipmentweapons\bow\u_n_003.dbr,true,@level04$: @act04$
xtagUWeapon032,xpack\item\equipmentweapons\bow\u_n_002.dbr,true,@level04$: @act04$
